,0
289,"BACKGROUND: Postoperative acute exacerbation of interstitial pneumonia has a 
high mortality rate; however, its treatment methods have not been standardized.
CASE PRESENTATION: A 72-year-old man with rheumatoid arthritis developed acute 
respiratory failure about 3 weeks after lung cancer surgery. There were 
increased diffuse frosted shadows in both lung fields. His condition was 
diagnosed as an acute exacerbation of interstitial pneumonia associated with 
rheumatoid arthritis, and he was started on steroid pulse therapy; however, his 
respiratory condition deteriorated. He was urgently intubated and started on 
veno-venous extracorporeal membrane oxygenation. Further, intensive care, 
including blood purification therapy, was initiated. The blood purification 
therapy comprised a combination of hemodiafiltration and 6-h polymyxin 
B-immobilized fiber column direct hemoperfusion. The patient was weaned off 
veno-venous extracorporeal membrane oxygenation, extubated, and discharged from 
the intensive care unit on the ninth day.
CONCLUSIONS: Blood purification therapy was effective for acute exacerbation of 
interstitial pneumonia."
290,"The present study investigates the natural dyeing of nylon fabric using the 
dragon's blood resin extract. Response surface methodology was used to optimize 
the process variables including pH (3-9), temperature (50-100 °C), concentration 
(10-50%owf), and time (30-90 min). From a visual point of view, diverse 
eco-friendly shades with a rather diverse color gamut of varied hue and tone 
were generated by applying a wide range of natural and eco-label mordants. The 
impact of 4 bio-mordants (including peppermint, mugworts (Artemisia), Dorema 
ammoniacum (DA) gum, and pomegranate rind), as well as 4 mineral mordants (alum, 
copper (II) sulfate, potassium dichromate, and iron (II) sulfate) on the color 
and fastness properties of the dyed nylon samples, was assessed. The 
concentration of the used mordants was 5%owf, and the dyeing experiments were 
conducted by applying the pre-mordanting technique. Measurement of the color 
strength (K/S) of the dyed fabric was done using a reflectance 
spectrophotometer. The dyed nylon fastness qualities and the colorimetric 
characteristics were then evaluated by applying the related standards. The 
results showed that the optimum conditions for obtaining the highest color 
strength were dye concentration = 50%owf, pH = 6, temperature = 100 °C, and 
dyeing tome = 60 min. The proposed ISO standards in relation to colorfastness 
displayed acceptable ratings for the color strength of dragon's blood resin dyed 
fabric while its treatment was done by applying bio-mordants in comparison to 
its metallic counterparts. Therefore, dragon's blood resin could be regarded as 
a promising eco-friendly natural colorant source for the purpose of sustainable 
nylon dyeing."
291,"Cardiovascular function is related to age, sex, and state of consciousness. We 
hypothesized that cardiovagal baroreflex sensitivity (BRS) demonstrates 
different patterns in both sexes before and after 50 years of age and that these 
patterns are associated with patterned changes during the sleep-wake cycle. We 
recruited 67 healthy participants (aged 20-79 years; 41 women) and divided them 
into four age groups: 20-29, 30-49, 50-69, and 70-79 years. All the participants 
underwent polysomnography and blood pressure measurements. For each participant, 
we used the average of the arterial pressure variability, heart rate variability 
(HRV), and BRS parameters during the sleep-wake stages. BRS and HRV parameters 
were significantly negatively correlated with age. The BRS indexes were 
significantly lower in the participants aged ≥ 50 years than in those 
aged < 50 years, and these age-related declines were more apparent during 
non-rapid eye movement sleep than during wakefulness. Only BRS demonstrated a 
significantly negative correlation with age in participants ≥ 50 years old. 
Women exhibited a stronger association than men between BRS and age and an 
earlier decline in BRS. Changes in BRS varied with age, sex, and consciousness 
state, each demonstrating a specific pattern. The age of 50 years appeared to be 
a crucial turning point for sexual dimorphism in BRS. Baroreflex modulation of 
the cardiovascular system during sleep sensitively delineated the age- and 
sex-dependent BRS patterns, highlighting the clinical importance of our results. 
Our findings may aid in screening for neurocardiac abnormalities in apparently 
healthy individuals."
292,"Epidermal growth factor receptor (EGFR) is an effective target for those 
patients with metastatic colorectal cancers that retain the wild-type RAS gene. 
However, its efficacy in many cancers, including bladder cancer, is unclear. 
Here, we studied the in vitro effects of cetuximab monoclonal antibodies (mAbs) 
targeting EGFR on the bladder cancer cells and role of CD46. Cetuximab was found 
to inhibit the growth of both colon and bladder cancer cell lines. Furthermore, 
cetuximab treatment inhibited AKT and ERK phosphorylation in the bladder cancer 
cells and reduced the expression of CD46 membrane-bound proteins. Restoration of 
CD46 expression protected the bladder cancer cells from cetuximab-mediated 
inhibition of AKT and ERK phosphorylation. We hypothesized that CD46 provides 
protection to the bladder cancer cells against mAb therapies. Bladder cancer 
cells were also susceptible to cetuximab-mediated immunologic anti-tumor 
effects. Further, cetuximab enhanced the cell killing by activating both 
antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent 
cytotoxicity (CDC) in bladder cancer cells. Restoration of CD46 expression 
protected the cells from both CDC and ADCC induced by cetuximab. Together, CD46 
exhibited a cancer-protective effect against both direct (by involvement of PBMC 
or complement) and indirect cytotoxic activity by cetuximab in bladder cancer 
cells. Considering its clinical importance, CD46 could be an important link in 
the action mechanism of ADCC and CDC intercommunication and may be used for the 
development of novel therapeutic strategies."
293,"BACKGROUND: The predictive value of hematological markers in the outcomes after 
laparoscopic intraperitoneal onlay mesh repair (IPOM) remains to be 
investigated. We aim to evaluate the role of platelet-related parameters after 
laparoscopic IPOM in patients with incisional hernias.
METHODS: The data of 95 patients who underwent laparoscopic IPOM for 
appendicectomy-related incisional hernias were retrospectively analyzed. The 
complete blood count analyses were measured preoperatively, and the outcomes 
were obtained from hospital records and follow-up calls to patients. 
Platelet-multiple-lymphocyte index (PLM), neutrophil-leukocyte ratio (NLR), 
lymphocyte-monocyte ratio (LMR), platelet-lymphocyte ratio (PLR) and systemic 
immune-inflammation index (SII) values were calculated. The patients were 
grouped based on the recurrence and the postoperative complications after 
surgery.
RESULTS: Using cutoff values acquired by the Youden Index, we found platelet 
levels < 212.0 × 1000/μl, NLR > 2.33, LMR < 3.17, and PLM < 365.5 were revealed 
to be statistically significant in the recurrence of hernias based on univariant 
or multivariant analysis (p =  < 0.05). We further divided the patients into two 
groups based on the cutoff value of PLM and found that a PLM value < 365.5 was 
significantly associated with the recurrence of incisional hernia (p = 0.018), 
the occurrence of postoperative seroma (p = 0.044), and there is a tendency that 
patients with PLM < 365.5 may suffer from other postoperative complications such 
as cardiopathy, respiratory infection, and hypoproteinemia (p = 0.089).
CONCLUSION: The preoperative hematological values, especially PLM, may indicate 
the outcomes in incisional hernias after laparoscopic IPOM."
294,"Sedentary time is associated with increased risks of detrimental health 
outcomes. Prolonged sedentary time associates with cardiometabolic risk factors 
and increased mortality regardless of physical activity. Therefore, the purpose 
of this study was to examine the associations of sedentary time and 
cardiometabolic risk factors among university employees in Eastern Ethiopia. A 
cross-sectional study was conducted among 1200 participants. Data were collected 
using the World Health Organization STEPS survey instrument, and sedentary 
behavior questionnaire in hour per day. Sedentary time is the time spent for any 
duration (minutes per day or hours per day) by considering a local context. 
Study participants were asked how many minutes or hours they spent in sedentary 
time at work, their leisure time and in transportation. Finally, the total 
sedentary time was calculated by the sum of the individual spent in sedentary 
time at work, leisure, and transportation. Cardiometabolic risk factors were 
assessed with blood samples analysis and anthropometric measurements. The 
associations between sedentary time and cardiometabolic risk factors were 
examined using linear regression models. An adjusted coefficient (β) with the 
95% confidence interval (CI) was used to report the results. p value < 0.05 was 
considered for statistical significance. The mean age of the study participants 
were (35 ± 9.4 years). Almost half of the study participants, 566 (48.6) were 
women and 598 (51.4%) were men. As the total sedentary time was increased by one 
unit, the body mass index increased by β = 0.61; (95% CI 0.49-0.71),waist 
circumference increased by β = 1.48; (95% CI 1.14-1.82), diastolic blood 
pressure increased by β = 0.87; (95% CI 0.56-1.18), systolic blood pressure 
increased by β = 0.95; (95% CI 0.45-1.48), triglycerides increased by β = 7.07; 
(95% CI 4.01-10.14), total cholesterol increased by β = 3.52; (95% CI 
2.02-5.02), fasting plasma glucose increased by β = 4.15; (95% CI 5.31-4.98) and 
low-density lipoprotein cholesterol increased by β = 2.14; (95% CI 0.96-3.33) 
with the effects of other variables maintain constant. These findings depict the 
need for strategies that policymakers should promote physical activity and 
encouraging the breaking up of prolonged sedentary time to reduce 
cardiometabolic risk factors among university employees in Ethiopia."
295,"Heart development is a continuous process involving significant remodeling 
during embryogenesis and neonatal stages. To date, several groups have used 
single-cell sequencing to characterize the heart transcriptomes but failed to 
capture the progression of heart development at most stages. This has left gaps 
in understanding the contribution of each cell type across cardiac development. 
Here, we report the transcriptional profile of the murine heart from early 
embryogenesis to late neonatal stages. Through further analysis of this dataset, 
we identify several transcriptional features. We identify gene expression 
modules enriched at early embryonic and neonatal stages; multiple cell types in 
the left and right atriums are transcriptionally distinct at neonatal stages; 
many congenital heart defect-associated genes have cell type-specific 
expression; stage-unique ligand-receptor interactions are mostly between 
epicardial cells and other cell types at neonatal stages; and mutants of 
epicardium-expressed genes Wt1 and Tbx18 have different heart defects. 
Assessment of this dataset serves as an invaluable source of information for 
studies of heart development."
296,"OBJECTIVE: This study compared intermittent fasting and protein pacing (IF-P) 
versus a heart-healthy caloric restriction (CR) diet, matched for energy intake 
and physical activity energy expenditure, on body weight, total and visceral fat 
mass, and cardiometabolic health outcomes in adults with obesity.
METHODS: IF-P (n = 21) and CR (n = 20) were assessed pre- (week 0), mid- (week 
5), and post- (week 9) intervention.
RESULTS: Both groups reduced (p < 0.05) weight, total and visceral fat mass, 
blood pressure and lipids, and desire to eat food and increased proportion of 
fat-free mass. IF-P resulted in greater (p < 0.05) reductions in weight (-9% vs. 
-5%), total (-16% vs. -9%) and visceral (-33% vs. -14%) fat mass, and desire to 
eat (-17% vs. 1%) and increased fat-free mass percent (6% vs. 3%) compared with 
CR. These improvements were despite similar weekly total energy intake (IF-P, 
9470 ± 550 vs. CR, 9095 ± 608 kcal/wk; p = 0.90) and physical activity energy 
expenditure (IF-P, 300 ± 150 vs. CR, 350 ± 200 kcal/d; p = 0.79).
CONCLUSIONS: IF-P and CR optimize weight loss, body composition, cardiometabolic 
health, and hunger management, with IF-P providing greater benefits."
297,"Antithrombotic therapy and digestive endoscopy Antithrombotic therapy comprises 
anticoagulation and antiplatelet treatment. The number of patients treated with 
various forms of antithrombotic therapy is growing. Procedures of digestive 
endoscopy are very frequently indicated by general practitioners and doctors of 
various specialisations. Interdisciplinary cooperation and mutual understanding 
are required in order for digestive endoscopy to be effective and safe. Hence, 
we present an overview based on recent European, British (1), and North American 
guidelines (2) for endoscopic procedures, with respect to guidelines for 
perioperative care in general (3). Antithrombotic therapy management in patients 
undergoing digestive endoscopy procedures is based on individual consideration 
of postprocedural bleeding (particularly a delayed one) on one hand, and 
thromboembolic risk on the other hand, ideally in cooperation with the physician 
prescribing antithrombotic therapy. Despite all efforts, patients taking 
antithrombotic medication are at a higher risk of postprocedural bleeding in 
comparison with those without this risk; this fact should be accepted by 
attending physicians and patients should be informed of it. Postprocedural 
bleeding is mostly manageable with a subsequent endoscopic procedure. By 
contrast, cerebral and cardiovascular thromboembolic complications are often 
life-threatening and not uncommonly disabling. One should always consider 
postponing an elective procedure in a patient with temporary antithrombotic 
therapy (after pulmonary embolism or after coronary stent insertion). Basic 
principles of administration of antithrombotic therapy in the context of an 
endoscopic procedure are described in Table 1. Digestive endoscopy procedures 
can be categorized according to postprocedural bleeding risk (Table 2). 
Postprocedural bleeding risk can be specifically reduced in some procedures 
(ERCP with papillary balloon dilation instead of sphincterotomy, mechanical 
securing of polypectomy base, etc.). Acetylsalicylic acid administered as 
secondary prevention (primary preventive indications are very narrow nowadays) 
should not be discontinued perioperatively (discontinuation is associated with 
an approximately threefold increase in thrombotic complications!). The riskiest 
procedures are the only exception in which discontinuation is explicitly 
requested by the digestive endoscopist. Reduction of dual antiplatelet therapy 
is better abandoned in high-risk patients - particularly those with recently 
implanted coronary stents (Table 3) - and postponement of an elective procedure 
should always be considered. Bridging of warfarin with low-molecular-weight 
heparin (LMWH) is not indicated routinely (in some cases, this practice 
increases the bleeding risk). Bridging with LMWH is appropriate in patients with 
high (or moderate) thromboembolic risk (Table 5). Furthermore, LMWH therapy 
carries specific risks, particularly in patients with renal function impairment 
(Table 4). In patients with a high thromboembolic risk, a statement of the 
physician indicating anticoagulation is always appropriate before an elective 
procedure (Table 6). Direct oral anticoagulants (DOACs) should not be 
administered on the day of the procedure, not even in one with a low risk (e.g., 
biopsy); a longer withdrawal is recommended in high-risk procedures (this 
cessation should not be bridged with LMWH given the rapid onset and elimination 
half-time) (Table 7). Recommencement of antithrombotic therapy after a high-risk 
endoscopic procedure should always be determined by the endoscopist and the 
recommended intervals should be considered minimal: 1-2 days after the procedure 
in the case of P2Y12 inhibitors; 2-3 days after the procedure in the case of 
DOACs; in the evening of the day of the procedure for warfarin with a 
maintenance (not saturation) dose; and 48 hours after the procedure in the case 
of LMWH at a therapeutic dose. Earlier administration of a 
lower-than-therapeutic dose of LMWH (twice a day per weight) can be considered 
in this context: prophylactic (once a day) or higher prophylactic (once a day 
per weight) doses. In general, a full anticoagulation effect should not be 
achieved earlier than approximately 48 hours after the procedure. The patient 
should be properly informed of the course of antithrombotic therapy before and 
after the endoscopic procedure, including a written form (a calendar can be 
downloaded online for this purpose)."
298,"In the Czech Republic, due to the population aging, the prevalence of cognitive 
dysfunction is increasing. Researchers estimate that by 2050 the number of 
patients with dementia in the Czech Republic will more than double. Since 
dementia cannot be cured, it is important to prevent the cognitive dysfunction 
development by influencing modifiable risk factors. Arterial hypertension (AH) 
is one of the main risk factors for the development of cognitive dysfunction and 
dementia. Elevated blood pressure values in youth are associated with a higher 
risk of cognitive decline in middle age and with the development of dementia in 
old age. Blood pressure control in low-risk patients with stage I hypertension 
reduces the risk of dementia development, including Alzheimers disease. 
Therefore, improving the AH control in the population since younghood will be 
needed to influence the emerging cognitive dysfunction pandemic."
299,"Haemophagocytic syndrome, diffuse alveolar haemorrhage, catastrophic 
antiphospholipid syndrome and various types of thrombotic microangiopathies are 
rare conditions with significant morbidity and mortality. A common feature is 
late diagnosis, which can affect the success of treatment. The aim of this 
review article is to summarize the basic diagnostic and therapeutic steps of the 
present subpopulation of critically ill patients."
300,"Biosafety Level 4 (BSL-4) laboratories are necessary to study microorganisms 
that are highly pathogenic to humans and have no prevention or therapeutic 
measures. Currently, most BSL-4 facilities have suit-type laboratories to 
conduct experiments on highly pathogenic microorganisms. In 2021, the first 
Japanese suit-type BSL-4 laboratory was constructed at Nagasaki University. 
Positive pressure protection suit (PPPS) is a primary barrier that protect and 
isolate laboratory workers from pathogens and the laboratory environment. Here, 
we developed a novel PPPS originally designed to be used in the Nagasaki BSL-4 
laboratory. We modified several parts of the domestic chemical protective suit, 
including its front face shield, cuff, and air supply hose, for safe handling of 
microbiological agents. The improved suit, PS-790BSL4-AL, showed resistance to 
several chemicals, including quaternary ammonium disinfectant, and did not show 
any permeation against blood and phages. To validate the suit's integrity, we 
also established an airtight test that enabled the elimination of individual 
differences for quantitative testing. Thus, our developed suit is sufficient as 
a primary barrier and allows for the safe handling of pathogens in our new BSL-4 
laboratory."
301,"Primary effusion lymphoma-like lymphoma (PEL-LL) is a rare lymphoma, localized 
in the body cavity without detectable tumor masses. Tuberculous pleural effusion 
is a form of extra pulmonary tuberculous. We herein report three cases of PEL-LL 
in patients with a history of pulmonary tuberculosis. Despite the presentation 
with lymphocyte predominance and high levels of adenosine deaminase, a notable 
characteristic of tuberculous pleural effusion, the patients were ultimately 
diagnosed with PEL-LL. Pleural fluid laboratory tests yield similar results for 
PEL-LL and tuberculous pleural effusion; therefore, cytological and 
immunophenotyping examinations are useful for their differential diagnosis and 
the determination of treatment."
302,"Speech-induced atrial tachycardia (AT) with presyncope is extremely rare. A 
52-year-old woman employed at a supermarket reported recurrent presyncope while 
speaking out loud at her job. Holter electrocardiography revealed AT while 
swallowing without presyncope. The patient's blood pressure decreased during AT, 
and she experienced presyncope while saying ""IRASSHAIMASE"" loudly during a tilt 
table test. Accordingly, bisoprolol 1.25 mg was prescribed, and the patient did 
not experience episodes of presyncope with recurrence of AT for 2 years. This 
case suggests that provocation of arrhythmia in the tilting position may be 
useful for demonstrating a relationship between arrhythmia and presyncope and/or 
syncope."
303,"Lymphoplasmacytic lymphoma (LPL) usually involves bone marrow (BM) and sometimes 
lymph nodes and spleen. LPL presenting as a hepatic mass lesion is extremely 
rare, with only one case reported in the English literature. A 70-year-old 
Japanese female presented to us with a right hypochondriac mass with tenderness. 
Computed tomography (CT) revealed a 14 cm-sized bulky hepatic mass. Laboratory 
findings showed a normal white blood cell count of 4.1×109/L with 4% 
plasmacytoid lymphocytes; normocytic anemia, Hb 9.4 g/dL; high soluble IL-2 
receptor level, 2,290 U/mL; and elevated IgG, 10,306 mg/dL. Furthermore, IgG-κ 
monoclonal protein was detected. 18F-fluorodeoxyglucose-positron emission 
tomography/CT revealed abnormal uptake in the liver mass; left supraclavicular, 
parasternal, abdominal, and left inguinal lymph nodes; and bilateral lung bases. 
Magnetic resonance imaging showed no bone lesions. BM aspiration and liver 
biopsy showed predominant infiltration of small lymphocytes admixed with 
plasmacytoid lymphocytes and plasma cells. In the liver specimen, 
lymphoepithelial lesions were not observed. The small lymphocytes were positive 
for CD20, CD79a, and bcl-2, and negative for CD5, CD10, cyclin D1, and IRTA1; 
plasma cells in BM were positive for CD19, CD45, IgG, and κ-chain, and negative 
for CD20, and CD56. MYD88 L265P mutation, reported in approximately 40% of 
non-IgM LPL cases, was not detected in the liver specimen and BM cells. The 
frequency is lower than that of typical IgM LPL. These findings led us to a 
diagnosis of LPL with IgG-κ paraproteinemia. The patient underwent four courses 
of R-CHOP and two courses of Bendamustine-R. Partial remission was achieved."
304,"3q27 chromosomal translocation involving the BCL6 gene is one of the most 
frequent forms of cytogenetic abnormality observed in B-cell lymphoma. We report 
a case with diffuse large B-cell lymphoma (DLBCL) presenting dual 3q27 
translocations. The patient was a 71-year-old man who presented with swelling of 
multiple abdominal lymph nodes (LNs) and obstructive jaundice. LN biopsy 
exhibited dense proliferation of atypical large cells expressing CD20, 
MUM1/IRF4, BCL2, BCL6, and MYC, but not CD10. He was diagnosed with non-GCB/ABC 
type DLBCL and showed an initially good response to R-CHOP chemotherapy, but 
relapsed soon after the completion of therapy. Chromosomal analysis of the 
biopsied LN exhibited multiple abnormalities including t(3;14)(q27;q32) and 
t(3;22)(q27;q11). Fluorescence in situ hybridization (FISH) using BCL6 
break-apart probes confirmed chromosomal breaks occurring on both BCL6 alleles. 
Molecular analysis revealed two independent rearrangements of BCL6, either with 
the IGH or the IGL gene. 3q27 breakpoints were located 1.2kb apart from each 
other within the first intron of BCL6, while the IGH and IGL breaks occurred at 
the 5' of IGHG2 and within IGLV3-1, respectively. The results suggest that 
biallelic BCL6 rearrangements might be a rare but recurrent genetic event in 
B-cell lymphoma."
305,"Histiocytic sarcoma (HS) is a rare malignancy showing morphologic and 
immunophenotypic features of histiocytes. HS has morphologic overlap with many 
other diseases, including various kinds of lymphomas. Gray zone lymphoma (GZL) 
is a rare B-cell lymphoma subtype characterized by overlapping features between 
diffuse large B-cell lymphoma and classic Hodgkin lymphoma. The histologic 
overlap with other diverse diseases of HS and the pathological diversity of GZL 
make it difficult to render a diagnosis. A 44-year-old woman who was initially 
diagnosed with HS was diagnosed with GZL after reexamination, including a 
genetic alteration test. After 6 cycles of brentuximab vedotin, doxorubicin, 
vinblastine, and dacarbazine, she achieved a complete response. Genomic 
alteration assessment may be useful for the accurate diagnosis of malignant 
lymphomas, which are difficult to diagnose, such as GZL."
306,"In this study, we examined a cohort of Japanese patients with acute myeloid 
leukemia (AML) with cup-like nuclei. In particular, we attempted to provide a 
detailed definition of the clinical features of AML with cup-like nuclei. The 
clinical records of patients diagnosed with de novo AML were collected 
retrospectively. We showed that approximately 23% of all patients with AML 
diagnosed during the study period had AML with cup-like nuclei. All three 
cup-like AML cases had FLT3-ITD mutations. In addition, we reported a high 
incidence of disseminated intravascular coagulation and acute cerebral 
infarction in patients with AML with cup-like nuclei. Our results show that AML 
with cup-like nuclei may be more common than expected. Due to these unique 
characteristics, recognition of this morphology is recommended."
307,"The cyclophosphamide, doxorubicin, vincristine, and prednisolone (CHOP) regimen, 
containing doxorubicin (DXR), which is a key drug for aggressive non-Hodgkin 
lymphoma (NHL), is a standard chemotherapeutic regimen; however, its 
administration in elderly patients is often intolerable. Pirarubicin 
(tetrahydropyranyl adriamycin [THP]) is an anthracycline developed in Japan. We 
have conducted a phase II trial of a full-dose THP-COP (modified CHOP regimen 
with DXR replaced by THP) regimen for elderly patients with newly diagnosed, 
advanced-stage, aggressive NHL. Patients aged 70-79 years old with previously 
untreated NHL according to the Working Formulation (D through H and J), disease 
stage I with a bulky mass or stage II-IV, and performance status of 0-1 were 
eligible. The THP-COP regimen, which consisted of 750-mg/m2 cyclophosphamide, 
50-mg/m2 THP, 1.4-mg/m2 vincristine (capped at 2.0 mg) on day 1, and 100-mg 
prednisolone daily on days 1 to 5, was delivered every 3 weeks for 6 cycles. The 
primary endpoint was complete response (CR) rate. Twenty-nine patients were 
enrolled in the study. The CR rate was 65.5% (95% confidence interval, 
45.7-82.1%). The 3-year failure-free and overall survival rates were 54.1% and 
53.9%, respectively. The most frequent observed grade 3 or 4 toxicity was 
neutropenia, which occurred in 80% of the patients. Grade 3 cardiac dysfunction 
was observed in one patient. The full-dose THP-COP regimen exhibited similar 
efficacy and safety, and a tendency for less cardiac toxicity, when compared 
with the standard CHOP regimen in elderly Japanese patients with newly 
diagnosed, advanced-stage, aggressive NHL."
308,"PURPOSE: Blunt thoracic aortic injury (BTAI) has a high mortality rate, and the 
occurrence of clinical complications is high. Several studies have reported the 
efficacy of thoracic endovascular aortic repair (TEVAR) for BTAI. This study 
aimed to clarify the use of TEVAR for BTAI.
METHODS: We analyzed 10 cases of TEVAR for BTAI from July 2011 to December 2020 
at our hospital. Five of 10 cases of BTAI were caused by road traffic accidents, 
while five were caused by falls from a height.
RESULTS: The mean patient age was 59.3 years. When arriving at our hospital, 
seven of 10 patients were in shock. Nine of 10 cases of BTAI were at the aortic 
isthmus. With respect to BTAI severity, five of 10 patients were categorized as 
grade IV. Ps of non-survivors were extremely low. All patients underwent TEVAR. 
The mean surgical duration and volume of intraoperative blood loss were 77.5 
minutes and 234 ml, respectively.
CONCLUSION: The results of TEVAR for BTAI at our institution support previous 
reports, which show excellent clinical results. To further improve the outcomes, 
we must clarify the adaptation of nonoperative management (delayed repair), the 
optimal timing of invasive treatment, and the importance of long-term follow-up."
309,"Direct contact between cells expressing either ephrin ligands or Eph receptor 
tyrosine kinase produces diverse developmental responses. Transmembrane ephrinB 
ligands play active roles in transducing bi-directional signals downstream of 
EphB/ephrinB interaction. However, it has not been well understood how ephrinB 
relays transcellular signals to neighboring cells and what intracellular 
effectors are involved. Here, we report that kindlin2 can mediate bi-directional 
ephrinB signaling through binding to a highly conserved NIYY motif in the 
ephrinB2 cytoplasmic tail. We show this interaction is important for 
EphB/ephrinB-mediated integrin activation in mammalian cells and for blood 
vessel morphogenesis during zebrafish development. A mixed two-cell population 
study revealed that kindlin2 (in ephrinB2-expressing cells) modulates 
transcellular EphB4 activation by promoting ephrinB2 clustering. This mechanism 
is also operative for EphB2/ephrinB1, suggesting that kindlin2-mediated 
regulation is conserved for EphB/ephrinB signaling pathways. Together, these 
findings show that kindlin2 enables EphB4/ephrinB2 bi-directional signal 
transmission."
310,"Herewith, we provide novel original data about the prevalence of FCN3 
rs532781899 and MASP2 rs72550870 variants among the newborns of aboriginal 
Siberian Arctic populations (Nenets and Dolgan-Nganasans) and Russians of East 
Siberia. This novel data has been analyzed along with the genetic data about 
other proteins of the lectin pathway of the complement system (mannose-binding 
lectin and ficolin-2) obtained earlier.
METHODS: A total of 926 specimens of dried blood spots of the newborns were 
genotyped. The newborns represented four populations: Nenets, Dolgan-Nganasans, 
Mixed aboriginal population, and Russians (Caucasians) to study the prevalence 
of single nucleotide polymorphisms of FCN3 rs532781899 and MASP2 rs72550870.
RESULTS: The prevalence of the deletion allele of the rs532781899 variant in the 
FCN3 gene associated with the decreased production of ficoline-3 was found to be 
increased in Russians compared to the Nenets aboriginal populations (p = 0.002). 
The prevalence of the rs72550870*G allele in the MASP2 gene associated with low 
serum protease activity was found to be increased in Russians compared with 
Nenets and Dolgan-Nganasans (p < 0.001 and p = 0.03, respectively).
CONCLUSION: The results of the current study and our previous findings 
corroborate with a hypothesis that human evolution has been directed toward the 
accumulation of genotypes associated with low activity of the lectin complement 
activation pathway."
311,"Excessive stress can precipitate depression and anxiety diseases, and damage 
gastrointestinal functionality and microbiota changes, favoring the development 
of functional gastrointestinal disorders (FGIDs) - defined by dysregulation in 
the brain-gut interaction. Therefore, the present study investigated if 
Emotional-Single Prolonged Stress (E-SPS) induces depressive/anxiety-like 
phenotype and gut dysfunction in adult Swiss male mice. For this, mice of the 
E-SPS group were subjected to three stressors sequential exposure: 
immobilization, swimming, and odor of the predator for 7 days (incubation 
period). Next, animals performed behavior tests and 24h later, samples of feces, 
blood, and colon tissue were collected. E-SPS increased the plasma 
corticosterone levels, immobility time in the tail suspension and forced swim 
test, decreased the grooming time in the splash test, OAT%, and OAE% in the 
elevated plus-maze test, as well as increased anxiety index. Mice of E-SPS had 
increased % of intestinal transit rate, % of fecal moisture content, and fecal 
pellets number, and decreased Claudin1 content in the colon. E-SPS decreased the 
relative abundance of Bacteroidetes phylum, Bacteroidia class, Bacteroidales 
order, Muribaculaceae and Porphyromonadaceae family, Muribaculum, and 
Duncaniella genus. However, E-SPS increased Firmicutes and Actinobacteria 
phylum, Coriobacteriales order, and the ratio of Firmicutes/Bacteroidetes, and 
demonstrated Mucispirillum genus presence. The present study showed that E-SPS 
induced depressive/anxiety-like phenotype, predominant diarrhea gut dysfunction, 
and modulated the gut bacterial microbiota profile in male adult Swiss mice. 
E-SPS might be a promising model for future studies on the brain-gut interaction 
and the development of FGIDs with psychological comorbidities."
312,"OBJECTIVE: To evaluate the safety profile of bis-chloroethyl-nitrosourea (BCNU) 
wafer implantation after malignant glioma resection with or without ventricular 
opening (VO).
METHODS: This single-center retrospective study included 66 consecutive patients 
with BCNU wafer implantation after malignant glioma resection between March 2013 
and August 2021. The patients were categorized into two groups based on whether 
VO occurred during the malignant glioma resection. Fifty-eight patients had 
glioblastoma, and eight had anaplastic astrocytoma or oligodendroglioma. 
Forty-eight patients underwent an initial treatment, and 18 underwent recurrent 
surgeries. Infection, hydrocephalus, subcutaneous fluid collection, chronic 
subdural hematoma, early seizure after surgery within one month, symptomatic 
edema surrounding the resected cavity, cyst formation, and postoperative 
hemorrhage were defined as adverse events (AEs).
RESULTS: Thirty-three patients underwent resection with VO, and 33 without. The 
median survival time was 28 months in the initial treatment group and 11.5 
months in the recurrent treatment group. The with and without VO groups had 
similar median survival times. Postoperative AEs occurred in 7/33 patients 
(21.2%) with VO and 10/33 (30.3%) without VO, with no difference between them (p 
= 0.574).
CONCLUSIONS: This study showed that VO during surgery with BCNU wafer 
implantation might not influence the occurrence of postoperative AEs. If VO 
happens, BCNU wafer implantation can be performed safely with accurate closing 
of the ventricle."
313,"OBJECTIVE: To assess the feasibility, safety and effectiveness of microwave 
ablation (MWA) for soft tissue venous malformations (VMs).
MATERIALS AND METHODS: We retrospectively analyzed 20 patients with symptomatic 
VMs of the lower extremities and trunk. MWA was performed in all patients. 
Contrast-enhanced ultrasonography (CEUS) was performed immediately and one month 
after ablation. The data on complete ablation rate, improvement of symptoms, and 
patient satisfaction were collected. Follow-up began one- month after ablation 
for two to 19 months.
RESULTS: MWA was performed on 20 patients. The overall complete ablation rate 
was 75% (n=15/20). The complete ablation rates in patients with lesions <5 cm 
and >5 cm were 100% (11/11) and 44% (4/9), respectively. The complete ablation 
rates in patients with localized and extensive lesions were 93% (13/14) and 33% 
(2/6), respectively. Five patients had incomplete ablation; one had a >5 cm 
lesion with ectopic drainage vessels; one had multiple lesions adherent to blood 
vessels and nerves; three had large and extensive lesions. Thirteen patients 
showed significant improvements in clinical symptoms; six showed slight 
improvement; one showed no change in symptoms. No complications or recurrences 
were observed. All patients were satisfied with the therapeutic effect (n = 20; 
100%); 12 patients were significantly satisfied, and eight were slightly 
satisfied.
CONCLUSION: MWA with ultrasound guidance is a safe, effective, and minimally 
invasive therapy for symptomatic soft-tissue VMs and may be a promising approach 
in the future."
