,0
413,"The mesencephalic locomotor region (MLR) controls locomotion in vertebrates. In 
humans with Parkinson disease, locomotor deficits are increasingly associated 
with decreased activity in the MLR. This brainstem region, commonly considered 
to include the cuneiform and pedunculopontine nuclei, has been explored as a 
target for deep brain stimulation to improve locomotor function, but the results 
are variable, from modest to promising. However, the MLR is a heterogeneous 
structure, and identification of the best cell type to target is only beginning. 
Here, I review the studies that uncovered the role of genetically defined MLR 
cell types, and I highlight the cells whose activation improves locomotor 
function in animal models of Parkinson disease. The promising cell types to 
activate comprise some glutamatergic neurons in the cuneiform and caudal 
pedunculopontine nuclei, as well as some cholinergic neurons of the 
pedunculopontine nucleus. Activation of MLR GABAergic neurons should be avoided, 
since they stop locomotion or evoke bouts flanked with numerous stops. MLR is 
also considered a potential target in spinal cord injury, supranuclear palsy, 
primary progressive freezing of gait, or stroke. Better targeting of the MLR 
cell types should be achieved through optimized deep brain stimulation 
protocols, pharmacotherapy, or the development of optogenetics for human use."
414,"Hepatocellular carcinoma (HCC) represents 90% of liver tumors. Statins may 
reduce HCC incidence. Its antitumor activities may be mediated by disrupting 
several hepatocarcinogenic pathways. To evaluate in vivo and in vitro the 
antiproliferative and antiangiogenic action of atorvastatin (AT) in the 
development of HCC as well as its mechanisms of action. In vivo model: 
hexachlorobenzene (HCB) was used to promote the development of HCC in Balb/C 
nude mice. Number of hepatic tumor, liver cell proliferation parameters 
(proliferating cell nuclear antigen, PCNA), angiogenesis, and VEGF levels were 
analyzed. In vitro model: Hep-G2 and Ea-hy926 cells were used to evaluate the 
effect of different doses of AT on HCB induced cell proliferation, migration, 
and vasculogenesis and to analyze proliferative parameters. In vivo: AT 
prevented liver growth and tumor development and inhibited PCNA, TGF-β1, and 
pERK levels increase. AT prevented skin blood vessel formation. In vitro, AT 
prevented cell proliferation and migration as well as tubular formation in the 
endothelial cell line by inhibiting the MAPK ERK pathway. We were able to 
demonstrate the potential AT antiproliferative and antiangiogenic effects in an 
HCC model and the involvement of TGF-β1 and pERK pathways."
415,"Multisystem inflammatory syndrome in children (MIS-C), which is associated with 
the novel coronavirus disease 2019 (COVID-19), has been described as an 
inflammatory complication of exposure to the severe acute respiratory syndrome 
coronavirus 2 (SARS-CoV-2). It carries a risk of serious and lethal 
complications, including cardiogenic shock. Here, we report the pathological 
findings of the pericardium in a 10-year-old child with MIS-C, who developed 
pericarditis-induced cardiac tamponade. In the patient's pericardium, the 
numbers of infiltrating CD68+ macrophages; CD3+ , CD4+ , and CD8+ T cells; and 
myeloperoxidase+ granulocytes were increased, although the number of CD20+ B 
cells was not. These findings provide a clue to understanding the 
pathophysiology of MIS-C."
416,"AIMS: Myotonic dystrophy type I (DM1) is one the most frequent muscular 
dystrophies in adults. Although DM1 has long been considered mainly a muscle 
disorder, growing evidence suggests the involvement of peripheral nerves in the 
pathogenicity of DM1 raising the question of whether motoneurons (MNs) actively 
contribute to neuromuscular defects in DM1.
METHODS: By using micropatterned 96-well plates as a co-culture platform, we 
generated a functional neuromuscular model combining DM1 and MBNL-knock-out 
human induced pluripotent stem cells-derived MNs and human healthy skeletal 
muscle cells.
RESULTS: This approach led to the identification of pre-synaptic defects which 
affect the formation or stability of the neuromuscular junction at an early 
developmental stage. These neuropathological defects could be reproduced by the 
loss of RNA-binding MBNL proteins, whose loss of function in vivo is associated 
with muscular defects associated with DM1. These experiments indicate that the 
functional defects associated with MNs can be directly attributed to MBNL family 
proteins. Comparative transcriptomic analyses also revealed specific 
neuronal-related processes regulated by these proteins that are commonly 
misregulated in DM1.
CONCLUSIONS: Beyond the application to DM1, our approach to generating a robust 
and reliable human neuromuscular system should facilitate disease modelling 
studies and drug screening assays."
417,"It has been reported that stressful events in early life influence behavior in 
adulthood and are associated with different psychiatric disorders, such as major 
depression, post-traumatic stress disorder, bipolar disorder, and anxiety 
disorder. Maternal separation (MS) is a representative animal model for 
reproducing childhood stress. It is used as an animal model for depression, and 
has well-known effects, such as increasing anxiety behavior and causing 
abnormalities in the hypothalamic-pituitary-adrenal (HPA) axis. This study 
investigated the effect of MS on anxiety or aggression-like behavior and the 
number of GABAergic neurons in the hippocampus. Mice were separated from their 
dams for four hours per day for 19 d from postnatal day two. Elevated plus maze 
(EPM) test, resident-intruder (RI) test, and counted glutamic acid decarboxylase 
67 (GAD67) or parvalbumin (PV) positive cells in the hippocampus were executed 
using immunohistochemistry. The maternal segregation group exhibited increased 
anxiety and aggression in the EPM test and the RI test. GAD67-positive neurons 
were increased in the hippocampal regions we observed: dentate gyrus (DG), CA3, 
CA1, subiculum, presubiculum, and parasubiculum. PV-positive neurons were 
increased in the DG, CA3, presubiculum, and parasubiculum. Consistent with 
behavioral changes, corticosterone was increased in the MS group, suggesting 
that the behavioral changes induced by MS were expressed through the effect on 
the HPA axis. Altogether, MS alters anxiety and aggression levels, possibly 
through alteration of cytoarchitecture and output of the ventral hippocampus 
that induces the dysfunction of the HPA axis."
418,"Oxidative stress in skin cells can induce the formation of reactive oxygen 
species (ROS), which are critical for pathogenic processes such as 
immunosuppression, inflammation, and skin aging. In this study, we confirmed 
improvements from gamma-irradiated silk sericin (I-sericin) and gamma-irradiated 
silk fibroin (I-fibroin) to skin cells damaged by oxidative stress. We found 
that I-sericin and I-fibroin effectively attenuated oxidative stress-induced ROS 
generation and decreased oxidative stress-induced inflammatory factors COX-2, 
iNOS, tumor necrosis factor-α, and interleukin-1β compared to the use of 
non-irradiated sericin or fibroin. I-sericin and I-fibroin effects were balanced 
by competition with skin regenerative protein factors reacting to oxidative 
stress. Taken together, our results indicated that, compared to non-irradiated 
sericin or fibroin, I-sericin, and I-fibroin had anti-oxidation and 
anti-inflammation activity and protective effects against skin cell damage from 
oxidative stress. Therefore, gamma-irradiation may be useful in the development 
of cosmetics to maintain skin health."
419,"Rosiglitazone is a thiazolidinedione-class antidiabetic drug that reduces blood 
glucose and glycated hemoglobin levels. We here investigated the interaction of 
rosiglitazone with Kv3.1 expressed in Chinese hamster ovary cells using the 
whole-cell patch-clamp technique. Rosiglitazone rapidly and reversibly inhibited 
Kv3.1 currents in a concentration-dependent manner (IC50 = 29.8 μM) and 
accelerated the decay of Kv3.1 currents without modifying the activation 
kinetics. The rosiglitazone-mediated inhibition of Kv3.1 channels increased 
steeply in a sigmoidal pattern over the voltage range of -20 to +30 mV, whereas 
it was voltage-independent in the voltage range above +30 mV, where the channels 
were fully activated. The deactivation of Kv3.1 current, measured along with 
tail currents, was also slowed by the drug. In addition, the steady-state 
inactivation curve of Kv3.1 by rosiglitazone shifts to a negative potential 
without significant change in the slope value. All the results with the use 
dependence of the rosiglitazone-mediated blockade suggest that rosiglitazone 
acts on Kv3.1 channels as an open channel blocker."
420,"Ion channels regulate a large number of cellular functions and their functional 
role in many diseases makes them potential therapeutic targets. Given their 
diverse distribution across multiple organs, the roles of ion channels, 
particularly in age-associated transcriptomic changes in specific organs, are 
yet to be fully revealed. Using RNA-seq data, we investigated the rat 
transcriptomic profiles of ion channel genes across 11 organs/tissues and 4 
developmental stages in both sexes of Fischer 344 rats and identify 
tissue-specific and age-dependent changes in ion channel gene expression. 
Organ-enriched ion channel genes were identified. In particular, the brain 
showed higher tissue-specificity of ion channel genes, including Gabrd, Gabra6, 
Gabrg2, Grin2a, and Grin2b. Notably, age-dependent changes in ion channel gene 
expression were prominently observed in the thymus, including in Aqp1, Clcn4, 
Hvcn1, Itpr1, Kcng2, Kcnj11, Kcnn3, and Trpm2. Our comprehensive study of ion 
channel gene expression will serve as a primary resource for biological studies 
of aging-related diseases caused by abnormal ion channel functions."
421,"This study aimed to observe the protective effect of momordicine I, a 
triterpenoid compound extracted from momordica charantia L., on isoproterenol 
(ISO)-induced hypertrophy in rat H9c2 cardiomyocytes and investigate its 
potential mechanism. Treatment with 10 μM ISO induced cardiomyocyte hypertrophy 
as evidenced by increased cell surface area and protein content as well as 
pronounced upregulation of fetal genes including atrial natriuretic peptide, 
β-myosin heavy chain, and α-skeletal actin; however, those responses were 
markedly attenuated by treatment with 12.5 μg/ml momordicine I. Transcriptome 
experiment results showed that there were 381 and 447 differentially expressed 
genes expressed in comparisons of model/control and momordicine I 
intervention/model, respectively. GO enrichment analysis suggested that the 
anti-cardiomyocyte hypertrophic effect of momordicine I may be mainly associated 
with the regulation of metabolic processes. Based on our transcriptome 
experiment results as well as literature reports, we selected 
glycerophospholipid metabolizing enzymes group VI phospholipase A2 (PLA2G6) and 
diacylglycerol kinase ζ (DGK-ζ) as targets to further explore the potential 
mechanism through which momordicine I inhibited ISO-induced cardiomyocyte 
hypertrophy. Our results demonstrated that momordicine I inhibited ISO-induced 
upregulations of mRNA levels and protein expressions of PLA2G6 and DGK-ζ. 
Collectively, momordicine I alleviated ISO-induced cardiomyocyte hypertrophy, 
which may be related to its inhibition of the expression of glycerophospholipid 
metabolizing enzymes PLA2G6 and DGK-ζ."
422,"Esophageal squamous cell carcinoma (ESCC) is a kind of malignant tumor with high 
incidence and mortality in the digestive system. The aim of this study is to 
explore the function of lnc-ABCA12-3 in the development of ESCC and its unique 
mechanisms. RT-PCR was applied to detect gene transcription levels in tissues or 
cell lines like TE-1, EC9706, and HEEC cells. Western blot was conducted to 
identify protein expression levels of mitochondrial apoptosis and toll-like 
receptor 4 (TLR4)/nuclear factor kappa-B (NF-κB) signaling pathway. CCK-8 and 
EdU assays were carried out to measure cell proliferation, and cell apoptosis 
was examined by flow cytometry. ELISA was used for checking the changes in 
glycolysis-related indicators. Lnc-ABCA12-3 was highly expressed in ESCC tissues 
and cells, which preferred it to be a candidate target. The TE-1 and EC9706 
cells proliferation and glycolysis were obviously inhibited with the 
downregulation of lnc-ABCA12-3, while apoptosis was promoted. TLR4 activator 
could largely reverse the apoptosis acceleration and relieved the proliferation 
and glycolysis suppression caused by lnc-ABCA12-3 downregulation. Moreover, the 
effect of lnc-ABCA12-3 on ESCC cells was actualized by activating the TLR4/NF-κB 
signaling pathway under the mediation of exosome. Taken together, the 
lnc-ABCA12-3 could promote the proliferation and glycolysis of ESCC, while 
repressing its apoptosis probably by regulating the TLR4/NF-κB signaling pathway 
under the mediation of exosome."
423,"Spinal nerve injury causes mechanical allodynia and structural imbalance of 
neurotransmission, which were typically associated with calcium overload. 
Store-operated calcium entry (SOCE) is considered crucial elements-mediating 
intracellular calcium homeostasis, ion channel activity, and synaptic 
plasticity. However, the underlying mechanism of SOCE in mediating neuronal 
transmitter release and synaptic transmission remains ambiguous in neuropathic 
pain. Neuropathic rats were operated by spinal nerve ligations. 
Neurotransmissions were assessed by whole-cell recording in substantia 
gelatinosa. Immunofluorescence staining of STIM1 with neuronal and glial 
biomarkers in the spinal dorsal horn. The endoplasmic reticulum stress level was 
estimated from qRT-PCR. Intrathecal injection of SOCE antagonist SKF96365 
dose-dependently alleviated mechanical allodynia in ipsilateral hind paws of 
neuropathic rats with ED50 of 18 μg. Immunofluorescence staining demonstrated 
that STIM1 was specifically and significantly expressed in neurons but not 
astrocytes and microglia in the spinal dorsal horn. Bath application of SKF96365 
inhibited enhanced miniature excitatory postsynaptic currents in a 
dosage-dependent manner without affecting miniature inhibitory postsynaptic 
currents. Mal-adaption of SOCE was commonly related to endoplasmic reticulum 
(ER) stress in the central nervous system. SKF96365 markedly suppressed ER 
stress levels by alleviating mRNA expression of C/EBP homologous protein and 
heat shock protein 70 in neuropathic rats. Our findings suggested that nerve 
injury might promote SOCE-mediated calcium levels, resulting in long-term 
imbalance of spinal synaptic transmission and behavioral sensitization, SKF96365 
produces antinociception by alleviating glutamatergic transmission and ER 
stress. This work demonstrated the involvement of SOCE in neuropathic pain, 
implying that SOCE might be a potential target for pain management."
424,"Carboplatin, an advanced anticancer drug with excellent efficacy against ovarian 
cancer, was developed to alleviate the side effects that often occur with 
cisplatin and other platinum-based compounds. Our study reports the in vitro 
characteristics, viability, and activity of cells expressing the inducible 
nitric oxide synthase (iNOS) gene after carboplatin was conjugated with 
polysuccinimide (PSI) and administered in combination with other widely used 
anticancer drugs. PSI, which has promising properties as a drug delivery 
material, could provide a platform for prolonging carboplatin release, 
regulating its dosage, and improving its side effects. The iNOS gene has been 
shown to play an important role in both cancer cell survival and inhibition. 
Herein, we synthesized a PSI-carboplatin conjugate to create a modified 
anticancer agent and confirmed its successful conjugation. To ensure its 
solubility in water, we further modified the structure of the PSI-carboplatin 
conjugate with 2-aminoethanol groups. To validate its biological 
characteristics, the ovarian cancer cell line SKOV-3 and normal ovarian Chinese 
hamster ovary cells were treated with the PSI-carboplatin conjugate alone and in 
combination with paclitaxel and topotecan, both of which are used in 
conventional chemotherapy. Notably, PSI-carboplatin conjugation can be used to 
predict changes in the genes involved in cancer growth and inhibition. In 
conclusion, combination treatment with the newly synthesized polymer-carboplatin 
conjugate and paclitaxel displayed anticancer activity against ovarian cancer 
cells but was not toxic to normal ovarian cancer cells, resulting in the 
development of an effective candidate anticancer drug without severe side 
effects."
425,"The poor outcome of advanced ovarian cancer under conventional therapy 
necessitates new strategies to improve therapeutic efficacy. β-glucosidase 
(encoded by GBA) is a lysosomal enzyme and is involved in sphingolipids 
metabolism. Recent studies revealed that β-glucosidase plays a role in cancer 
development and chemoresistance. In this work, we systematically evaluated the 
expression and role of GBA in ovarian cancer. Our work demonstrates that 
inhibition of β-glucosidase has therapeutic potential for ovarian cancer. Gene 
Expression Profiling Interactive Analysis database, western blot and 
immunohistochemistry analyses of patient samples demonstrated that GBA mRNA and 
protein expression levels were significantly increased in ovarian cancer 
compared to normal tissues. Functional studies using gain-of- function and 
loss-of-function approaches demonstrated that GBA overexpression did not affect 
growth and migration but alleviated cisplatin's efficacy in ovarian cancer 
cells. In addition, GBA depletion resulted in growth inhibition, apoptosis 
induction, and enhancement of cisplatin's efficacy. Of note, we found that GBA 
inhibition specifically decreased receptor tyrosine kinase AXL level, leading to 
the suppression of AXL-mediated signaling pathways. Our data suggest that GBA 
represents a promising target to inhibit AXL signaling and overcome cisplatin 
resistance in ovarian cancer."
426,"Singlet fission (SF) is a promising strategy to overcome thermalization losses 
and enhance the efficiency of single junction photovoltaics (PVs). The 
development of this field has been strongly material-limited, with a paucity of 
materials able to undergo SF. Rarer still are examples that can produce excitons 
of sufficient energy to be coupled to silicon PVs (>1.1 eV). Herein, we examine 
a series of a short-chain polyene, dithienohexatriene (DTH), with tailored 
material properties and triplet (T1) energy levels greater than 1.1 eV. We find 
that these highly soluble materials can be easily spin-cast to create thin films 
of high crystallinity that exhibit ultrafast singlet fission with near perfect 
triplet yields of up to 192%. We believe that these materials are the first 
solution-processable singlet fission materials with quantitative triplet 
formation and energy levels appropriate for use in conjunction with silicon PVs."
427,"Although significant intraspecific variation in photosynthetic phosphorus 
(P)-use efficiency (PPUE) has been shown in numerous species, we still know 
little about the biochemical basis for differences in PPUE among genotypes 
within a species. Here, we grew two high-PPUE and two low-PPUE chickpea (Cicer 
arietinum) genotypes with low P supply in a glasshouse to compare their 
photosynthesis-related traits, total foliar P concentration ([P]) and chemical P 
fractions (i.e. inorganic P (Pi), metabolite P, lipid P, nucleic acid P and 
residual P). Foliar cell-specific nutrient concentrations including P were 
characterized using elemental X-ray microanalysis. Genotypes with high PPUE 
showed lower total foliar [P] without slower photosynthetic rates. No consistent 
differences in cellular [P] between the epidermis and mesophyll cells occurred 
across the four genotypes. In contrast, high PPUE was associated with lower 
allocation to Pi and metabolite P, with PPUE being negatively correlated with 
the percentage of these two fractions. Furthermore, a lower allocation to Pi and 
metabolite P was correlated with a greater allocation to nucleic acid P, but not 
to lipid P. Collectively, our results suggest that a different allocation to 
foliar P fractions, rather than preferential P allocation to specific leaf 
tissues underlies the contrasting PPUE among chickpea genotypes."
428,"OBJECTIVE: This study aimed to evaluate the level of ADMA (asymmetric 
dimethylarginine), SDMA (symmetric dimethylarginine), and IL-1β (Interleukin-1β) 
in gingival crevicular fluid (GCF) from periodontitis patients and control 
subjects.
BACKGROUND: ADMA and SDMA are potentially hazardous non-proteinogenic amino 
acids that limit nitric oxide (NO) synthesis and have many functions in various 
human disorders. ADMA causes a structural change in nitric oxide synthase, while 
SDMA blocks arginine cell uptake. Increased plasma ADMA has been widely 
recognized as a ""trigger"" initiating impaired NO bioavailability and vascular 
dysfunction, which ultimately leads to oxidative stress.
METHODS: Twenty-five patients with periodontitis (P) (Stage III, Grade C, 
n = 25) and 20 control (C) subjects were included in the study. The IL-1β level 
of GCF was measured by enzyme immunoassay (ELISA) and ADMA and SDMA by liquid 
chromatography-mass spectrometry (LC-MS/MS).
RESULTS: Periodontitis patients had higher clinical parameters than controls 
(p < .001). Levels of IL-1β, ADMA and SDMA GCF were statistically significantly 
higher in group P than in group C (respectively; p = .003, p < .0001, 
p < .0001). There was no difference in the ADMA/SDMA ratio (p = .312) between 
the groups. There were significant positive correlations between clinical 
periodontal parameters and IL-1β, ADMA, and SDMA levels (p < .05). ADMA and SDMA 
levels were significantly correlated with IL-1β (p < .05).
CONCLUSIONS: These findings suggest that ADMA and SDMA may be involved in the 
pathogenesis of the periodontal disease."
429,"Stem cell engraftment is currently a promising approach for type 1 diabetes 
mellitus (T1DM) treatment. In our previous study, engraftment of a combination 
of human amniotic epithelial cells (hAECs) and hyaluronic acid (HA) showed 
potent anti-diabetic effect in streptozotocin (STZ)-induced T1DM mice via tail 
vein injection. Here, we adopted a different route of stem cell delivery, i.e., 
via pancreatic subcapsular transplantation. This combined local engraftment of 
hAECs and HA in STZ-induced T1DM rats showed potent anti-diabetic activity, 
leading to stronger hypoglycemia, more intact islet structure, and increased 
number of insulin-positive cells compared with those with hAECs or insulin 
treatments. Engraftment of hAECs alone increased the proportion of Th1 and T-reg 
cells and decreased the proportion of Th2 and Th17 cells to protect islet β 
cells in STZ-induced T1DM rats, whereas the combined engraftment of hAECs and HA 
showed more potent regulatory capacity, considerably decreased the level of 
TNF-α and IL-17 and increased the level of TGF-β1 compared with those by other 
treatments. The potent synergistic effect of HA contributed to the recovery of 
immune balance in the diabetic rat model, thereby suggesting a new strategy for 
effective treatment of T1DM."
430,"Gamma-decalactone (GDL) is an essential flavor additive with peach-aroma which 
can be prepared via microbial biotransformation from ricinoleic acid (RA). 
Whereas, the difficulty of RA dispersion in medium limited its utilization which 
made the yield of GDL low. In this study, four adsorbent materials (AM) were 
investigated to increase RA distribution, including halloysite, clay, 
SUNSIL-130NP silica (130NP) and SUNSIL-130H silica (130H). They were compared 
with respect to their effects on the biotransformation process, and the 
mechanism of AM on productivity of Saccharomyces cerevisiae was revealed. 
Scanning electron microscopy, fourier transform infrared spectroscopy and 
thermogravimetric analysis were utilized to reveal the mechanism of AM effect on 
GDL production. The results showed that AM functioned as an adsorption and 
slow-releasing carrier of RA and cell immobilization. RA was crosslinked onto 
the surface of four AM via hydrogen bonds and the contact area between RA and 
yeast increased without negative viability effect. The best adsorption-embedding 
rate of RA to AM was 70.94% with 130H and the GDL yield improved to 2.79 g·L-1 . 
The highest conversion rate was 88.99% with halloysite at 36 h. This study 
provides a potential strategy to improve GDL yield efficiently via 
biotransformation on an industrial scale. This article is protected by 
copyright. All rights reserved."
431,"BACKGROUND: Age-related changes to the face pertinent anatomy and important 
aspects of autologous fat grafting have been widely applied in facial 
rejuvenation. Various types of autologous fat products (Macrofat, Microfat, 
SEFF, nanofat, and SVF-gel) with different properties and applicabilities have 
been introduced and available for surgeons.
METHODS: Key differences between common techniques for fat processing and 
infiltration. Develop a plan for patients based on site-specific facial 
anatomical zones, we suggested a pyramidal multiple-theory (multi-type, 
multi-method and multi-layer) for facial fat grafting. Based on the complicated 
mechanism of the face decrepitude in different layers of facial soft tissue, 
autologous fat products with various particle sizes and components into 
different layers.
RESULTS: Fifty-eight patients underwent this facial fat grafting strategy from 
June 2020 to Jan 2022. All achieved cosmetic improvements, with higher patients' 
satisfaction, and minor complications. Our facial fat grafting strategy takes 
advantage of different fat products and is able to address the physiological 
tissue changes during aging, more properly and targetedly, than the traditional 
facial fat grafting.
CONCLUSIONS: Fat grafting to the face aids in volume restoration and 
rejuvenation, thereby addressing soft-tissue atrophy associated with the aging 
face, acquired conditions, or congenital malformations. The technique described 
as ""lipo-tumescence"" has been successfully used in the breast and other regions 
of the body that have radiation damage and is discussed in this article 
specifically for the face and neck."
432,"BACKGROUND: Sensitive skin (SS) is a clinical syndrome defined by the occurrence 
of unpleasant sensations (such as stinging, burning, pain, pruritus, and 
tingling) in response to stimuli that normally should not provoke them. 
According to growing evidence, transient receptor potential vanilloid subtype 1 
(TRPV1) has elevated expression in individuals with SS and is linked with the 
severity of SS symptoms. However, its pathogenesis is still unknown.
OBJECTIVE: Herein, Citrus reticulata (Tangerine) fruit extract (CR) was obtained 
and examined for its effect on SS with a focus on TRPV1 stimulation and 
expression.
METHODS: A recombinant hTRPV1 over-expression cell line (HaCaT-TRPV1-OE cell) 
was constructed to screen substances and extracts from several plants. 
Intracellular calcium mobilization was monitored by Flexstation 3 and a 
fluorescence microscope using Fluo 8 AM fluorophore. Next, immunofluorescence 
was used to detect the TRPV1 expression under different stimulants treated for 
24 h. To investigate the relief and increased tolerance of CR to lactic 
acid-induced skin discomfort, clinical tests were carried out on the nasolabial 
folds or cheek areas.
RESULTS: According to the obtained results, compared to HaCaT cells, 
HaCaT-TRPV1-OE cells showed a higher expression of TRPV1. Neuronal 
hyperresponsiveness in SS triggered by capsaicin (CAP), lactic acid, 
phenoxyethanol or nicotinamide may be through activation of TRPV1 and increased 
TRPV1 expression. CAP activates TRPV1 in HaCaT-TRPV1-OE cells, and more than 100 
plants or chemicals were tested for their inhibitory effects before being 
screened for CR. CR (1%-4%) inhibited TRPV1 activation induced by CAP or 
phenoxyethanol or nicotinamide. Meanwhile, CR (0.25%) suppressed TRPV1 protein 
expression induced by phenoxyethanol or lactic acid. In vivo results showed that 
CR not only instantly relieved lactic acid-induced skin discomfort under 5 min 
but also enhanced skin tolerance to lactic acid after 7 days of continuous use.
CONCLUSIONS: Topical application of CR showed an instant and long-lasting 
improvement in SS by modulating the activation and expression of TRPV1. 
Moreover, it has been suggested that CR might act as a TRPV1 inhibitor to reduce 
skin irritation or sensitivity."
433,"BACKGROUND: Calcium hydroxylapatite (CaHA; Radiesse, Merz North America) 
restores volume and stimulates collagen production. The aim of this research was 
to explore the role of dilution and diffusion in microsphere distribution and 
the effect of CaHA concentration on activation of fibroblasts to produce 
collagen.
METHODS: Ex vivo: Tissue dispersion of CaHA was assessed in abdominal tissue 
segments obtained from patients which were subsequently injected with CaHA 
diluted to 1:1 and hyperdiluted to 1:2. In vitro: Collagen type III (COLIII) and 
type I (COLI) expression of fibroblasts was evaluated after 24 and 72 h of 
incubation with CaHA concentrations of 1.5 (high dilution), 3.0, and 4.5 mg/ml 
(low dilution).
RESULTS: Ex vivo: The 1:2 CaHA hyperdilution increased dispersion and decreased 
concentration of CaHA microspheres compared with the 1:1 dilution. In vitro: 
CaHA incubation resulted in an increased mean COLIII expression of 123% at 24 h. 
COLI synthesis did not change after 24 h but increased up to 124% at 72 h. Only 
fibroblasts in direct contact with CaHA increased COLIII expression. COLIII 
high-expressing cells were fully activated by CaHA and resulted in the same 
level of COLIII expression per cell independent of the CaHA dilution.
CONCLUSIONS: A 1:2 hyperdilution of CaHA increased tissue dispersion of CaHA 
microspheres. Direct contact of CaHA with fibroblasts was a key factor for 
inducing neocollagenesis. COLIII high-expressing cells were fully activated by 
CaHA and resulted in the same expression level of COLIII per cell independent of 
the CaHA amount in each dilution. This indicates that increased collagen 
expression was due to the activation of more fibroblasts."
434,"Dragon's Blood is a member of the Chinese medicinal herb, having anti-oxygen and 
anti-inflammatory activity for the photoprotective effect. However, the poor 
water solubility of raw Dragon's Blood powder has limited its intradermal 
delivery process. In this study, we evaluated nanosuspensions to enhance 
intradermal delivery of Dragon's Blood exerting a photoprotective effect. The 
prepared nanosuspension was added to a composite hydrogel patch matrix for 
better skin application. In the present research, we used biocompatible 
materials hyaluronic acid and amino acid surfactants as nanosuspension 
stabilizers and agar/gelatin/sodium polyacrylate as hydrogel patch matrix. The 
prepared Dragon's Blood nanosuspension had a particle size of 447.0 ± 48.6 nm. 
The micro-structures morphology and viscoelasticity characteristics by SEM and 
rheological testing confirmed a sufficient crosslinked hydrogel network. The 
skin retention amount of Dragon's Blood nanosuspension was 1.48 times of raw 
Dragon's Blood powder water suspension, and the skin penetration amount of 
Dragon's Blood nanosuspension was only about 1/3 of Dragon's Blood DMSO 
solution. In the UVB-irradiated HaCaT cell phototoxicity model, Dragon's Blood 
nanosuspension also significantly increased cell viability by about 1 time of 
the model group and decreased the production of reactive oxygen species about 
1/2 times of model group. In vivo safety and efficiency evaluation experiment 
illustrated that DB-NS hydrogel patch processes have favorable safety and 
photoprotective effect with no skin irritancy and phototoxicity. Furthermore, 
DB-NS and DB-NS hydrogel patches could protect skin from UVA and UVB irritating 
skin reactions. Overall, our study of the combined use of biocompatible and 
biodegradable materials as excipients of nanosuspension and hydrogel patch could 
be used as an effective additive of Intradermal delivery and skin 
photoprotection."
435,"The hippocampus is composed of various subregions: CA1, CA2, CA3, and the 
dentate gyrus (DG). Despite the abundant hippocampal research literature, until 
recently, CA2 received little attention. The development of new genetic and 
physiological tools allowed recent studies characterizing the unique properties 
and functional roles of this hippocampal subregion. Despite its small size, the 
cellular content of CA2 is heterogeneous at the molecular and physiological 
levels. CA2 has been heavily implicated in social behaviors, including social 
memory. More generally, the mechanisms by which the hippocampus is involved in 
memory include the reactivation of neuronal ensembles following experience. This 
process is coordinated by synchronous network events known as sharp-wave ripples 
(SWRs). Recent evidence suggests that CA2 plays an important role in the 
generation of SWRs. The unique connectivity and physiological properties of CA2 
pyramidal cells make this region a computational hub at the core of hippocampal 
information processing. Here, we review recent findings that support the role of 
CA2 in coordinating hippocampal network dynamics from a systems neuroscience 
perspective."
436,"BACKGROUND: Although the role of platelet-rich plasma (PRP) in ultraviolet light 
B (UVB)-induced photoaging has been confirmed in many studies, the specific 
mechanism is still not clear. Therefore, we attempted to investigate the effect 
and mechanism of PRP on UVB-induced human keratinocyte (HaCaT cells) apoptosis.
METHODS: HaCaT cells were collected to construct UVB-induced photoaging models. 
Then, the cells were divided into Sham group, 5% PRP group, UVB group, and 
UVB + 5% PRP group. Next, MTT assay was used to detect the level of cell 
proliferation; flow cytometry to check the level of apoptosis; ELISA to 
determine the TNF-α, IL-18, IL-6, and IL-1β levels in the supernatant; and 
Western blot to test Bax, Bcl-2, cytochrome c (Cyt.c), GRP78, CHOP, and ATF4 
protein expression levels.
RESULTS: Briefly, 5% PRP intervention could relieve the inhibition of UVB on 
HaCaT cell proliferation, inhibit the promotion of UVB to cell apoptosis, 
up-regulate UVB-induced Bcl-2 protein expression, and decrease Bax and Cyt.c 
protein level. In addition, 5% PRP significantly down-regulated the inflammatory 
factor levels of TNF-α, IL-18, IL-6, and IL-1βin UVB-induced cells and reduced 
the inflammatory response. Moreover, 5% PRP also greatly reduced the protein 
expression levels of GRP78, CHOP, and ATF4 in UVB-induced cells and alleviated 
endoplasmic reticulum (ER) stress.
CONCLUSION: PRP may protect HaCaT cells from UVB-induced apoptosis by 
alleviating inflammatory response and ER stress."
