,0
737,"There is an urgent need to understand the coupled relationship between 
belowground microbes and aboveground plants in response to temperature under 
climate change. The metabolic theory of ecology (MTE) provides a way to predict 
the metabolic rate and species diversity, but the spatial scale dependence and 
connections between plants and microorganisms are still unclear. Here, we used 
two independent datasets to address this question. One is from comprehensive 
sampling of paddy fields targeting bacteria and microbial functional genes, and 
the other is a global metadata of spatial turnover for microorganisms (bacteria, 
fungi, and archaea, n = 139) and plants (n = 206). Results showed that spatial 
turnover of bacterial communities and microbial functional genes increased with 
temperature and fitted MTE. Through meta-analysis, the temperature-dependent 
spatial scale pattern was further extended to the global scale, with the spatial 
turnover of microorganisms and plants being consistent with MTE. Belowground 
microorganisms and aboveground plants were closely linked with each other even 
when controlling for temperature, suggesting that factors other than shared 
relationships with temperature also contribute to their linkages. These results 
implied a broad application of MTE in biology and have important implications 
for predicting the ecological consequences of future climate warming."
738,"BACKGROUND: KBG syndrome is a rare genetic disorder involving macrodontia of the 
upper central incisors, craniofacial, skeletal, and neurologic symptoms, caused 
either by a heterozygous variant in ANKRD11 or deletion of 16q24.3, including 
ANKRD11. Diagnostic criteria were proposed in 2007 based on 50 cases, but KBG 
syndrome remains underdiagnosed.
METHODS: Whole exome sequencing (WES) and array comparative genomic 
hybridization (array CGH) were conducted for genetic analysis and patient 
phenotypes were characterized based on medical records.
RESULTS: Eight patients from seven unrelated families were confirmed with KBG 
syndrome. All patients (8/8, 100%) had some degree of craniofacial dysmorphism 
and developmental delay or intellectual disabilities. Triangular face, 
synophrys, anteverted nostril, prominent ears, long philtrum, and tented upper 
lip, which are typical facial dysmorphism findings in patients with KBG 
syndrome, were uniformly identified in the eight patients participating in this 
study, with co-occurrence rates of 4/8 (50%), 4/8 (50%), 4/8 (50%), 4/8 (50%), 
5/8 (62.5%), and 5/8 (62.5%), respectively. Various clinical manifestations not 
included in the diagnostic criteria were observed. Six patients had point 
mutations in ANKRD11, one had an exonic deletion of ANKRD11, and one had a 
16q24.3 microdeletion. According to the ACMG guidelines, all mutations were 
classified as pathogenic. The c.2454dup (p.Asn819fs*1) mutation in Pt 4 was 
reported previously. The remaining variants (c.397 + 1G>A, c.226 + 1G>A, 
c.2647del (p.Glu883Argfs*94), and c.4093C>T (p.Arg1365Ter)) were novel.
CONCLUSION: The clinical and molecular features of eight patients from seven 
unrelated Korean families with KBG syndrome described here will assist 
physicians in understanding this rare genetic condition."
739,"This review aimed to identify preclinical and clinical studies examining the 
effects of rosmarinic acid (RA), carnosic acid (CaA), rosmanol (RO), carnosol 
(CA), and ursolic acid (UA) against allergic and immunologic disorders. Various 
online databases, including PubMed, Science Direct, EMBASE, Web of Sciences, 
Cochrane trials, and Scopus, were searched from inception until October 2022. 
Due to the suppression of the nuclear factor-κB (NF-κB) pathway, the main factor 
in allergic asthma, RA may be a promising candidate for the treatment of asthma. 
The other ingredients comprising CA and UA reduce the expression of interleukin 
(IL)-4, IL-5, and IL-13 and improve airway inflammation. Rosemary's anti-cancer 
effect is mediated by several mechanisms, including DNA fragmentation, apoptosis 
induction, inhibition of astrocyte-upregulated gene-1 expression, and 
obstruction of cell cycle progression in the G1 phase. The compounds, 
essentially found in Rosemary essential oil, prevent smooth muscle contraction 
through its calcium antagonistic effects, inhibiting acetylcholine (ACH), 
histamine, and norepinephrine stimulation. Additionally, CA exhibits a 
substantially greater interaction with the nicotinic ACH receptor than a family 
of medications that relax the smooth muscles, making it a potent antispasmodic 
treatment. The components have demonstrated therapeutic effects on the immune, 
allergy, and respiratory disorders."
740,"Plants have sophisticated mechanisms of gene expressions to control the 
senescence in response to environmental stress or aging. ORE1 (Arabidopsis 
thaliana NAC092) is a master regulator of senescence that belongs to the 
plant-specific NAC transcription factor protein family. ORE1 has been reported 
to bind to multiple DNA targets to orchestrate leaf senescence, yet the 
mechanistic basis for recognizing the cognate gene sequence remains unclear. 
Here, we report the crystal structure of the ORE1-NAC domain alone and its 
DNA-binding form. The structure of DNA-bound ORE1-NAC revealed the molecular 
basis for nucleobase recognition as well as phosphate backbone interactions. We 
also show that the local versatility in the DNA binding site, in combination 
with the domain flexibility of the ORE-NAC homodimer, is crucial for maintaining 
binding to intrinsically flexible DNA. Our results provide a platform for 
understanding other plant-specific NAC protein-DNA interactions, as well as 
insight into the structural basis of NAC regulators for plants of agronomical 
and scientific importance."
741,"BACKGROUND: There is a considerable need to incorporate biomarkers of resistance 
to new antiandrogen agents in the management of castration-resistant prostate 
cancer (CRPC).
METHODS: We conducted a phase II trial of enzalutamide in first-line chemo-naïve 
asymptomatic or minimally symptomatic mCRPC and analyzed the prognostic value of 
TMPRSS2-ERG and other biomarkers, including circulating tumor cells (CTCs), 
androgen receptor splice variant (AR-V7) in CTCs and plasma Androgen Receptor 
copy number gain (AR-gain). These biomarkers were correlated with treatment 
response and survival outcomes and developed a clinical-molecular prognostic 
model using penalized cox-proportional hazard model. This model was validated in 
an independent cohort.
RESULTS: Ninety-eight patients were included. TMPRSS2-ERG fusion gene was 
detected in 32 patients with no differences observed in efficacy outcomes. CTC 
detection was associated with worse outcome and AR-V7 in CTCs was associated 
with increased rate of progression as best response. Plasma AR gain was strongly 
associated with an adverse outcome, with worse median prostate specific antigen 
(PSA)-PFS (4.2 vs. 14.7 m; p < 0.0001), rad-PFS (4.5 vs. 27.6 m; p < 0.0001), 
and OS (12.7 vs. 38.1 m; p < 0.0001). The clinical prognostic model developed in 
PREVAIL was validated (C-Index 0.70) and the addition of plasma AR (C-Index 
0.79; p < 0.001) increased its prognostic ability. We generated a parsimonious 
model including alkaline phosphatase (ALP); PSA and AR gain (C-index 0.78) that 
was validated in an independent cohort.
CONCLUSIONS: TMPRSS2-ERG detection did not correlate with differential activity 
of enzalutamide in first-line mCRPC. However, we observed that CTCs and plasma 
AR gain were the most relevant biomarkers."
742,"Myocardial infarctions affect approximately 735,000 people annually in the 
United States and have a substantial impact on quality of life. Neonates have an 
enhanced capability of repairing cardiovascular damage, while adults do not. The 
mechanistic basis for this age-dependent difference in regenerative capacity 
remains unknown. Recent studies have shown that microRNAs (miRNAs) play a 
significant role in regulating the regenerative ability of cardiovascular cells. 
This report defines the alterations in miRNA expression within the 
cardiovascular repair zone of infarcted sheep hearts following intracardiac 
injection of neonatal islet-1+ cardiovascular progenitor cells. Sheep were 
infarcted via left anterior descending coronary artery ligation. After 3 to 4 
weeks of infarction, sheep neonatal islet-1+ cardiovascular progenitor cells 
were injected into the infarcted area for repair. Cell-treated sheep were 
euthanized 2 months following cell injection, and their hearts were harvested 
for the analysis of miRNA and gene expression within the cardiovascular repair 
zone. Ten miRNAs were differentially regulated in vivo, including miR-99, 
miR-100, miR-302a, miR-208a, miR-665, miR-1, miR-499a, miR-34a, miR-133a, and 
miR-199a. These miRNAs promote stemness, cell division, and survival. Several 
signaling pathways are regulated by these miRNAs, including Hippo, Wnt, and 
Erythroblastic Leukemia Viral Oncogene B (ERBB). Transcripts encoding Wnt, ERBB, 
and Neuregulin 1 (NRG1) were elevated in vivo in the infarct repair zone. Wnt5a 
signaling and ERBB/NRG1 transcripts contribute to activation of Yes-Associated 
Protein 1. MiRNAs that impact proliferation, cell survival, and signaling 
pathways that promote regeneration were induced during cardiovascular repair in 
the sheep model. This information can be used to design new approaches for the 
optimization of miRNA-based treatments for the heart."
743,"Alginate hydrogel is an attractive biomaterial for cell microencapsulation. The 
microarchitecture of hydrogels can regulate cellular functions. This study aims 
to investigate the applicability of sodium citrate buffer (SCB) as a culture 
medium supplement for modulating the microstructure of alginate microbeads to 
provide a favorable microenvironment for chondrogenic induction. The 
chondrocyte-laden microbeads, with and without TGF-β3 incorporation, were 
produced through an encapsulator. The obtained small-sized microbeads (~300 μm) 
were exposed to a treatment medium containing SCB, composed of varied 
concentrations of sodium citrate (1.10 - 1.57 mM), sodium chloride (3.00 - 
4.29 mM), and ethylenediaminetetraacetic acid (0.60 - 0.86 mM) to partially 
degrade their crosslinked structure for three days, followed by culture in a 
normal medium until Day 21. SEM micrographs demonstrated a loose hydrogel 
network with an enhanced pore size in the SCB-treated microbeads. Increasing the 
concentration of SCB in the treatment medium reduced the calcium content of the 
microbeads via a Na+ /Ca2+ exchange process and improved the water absorption of 
the microbeads, resulting in a higher swelling ratio. All the tested SCB 
concentrations were non-cytotoxic. Increases in aggrecan and type II collagen 
gene expression and their corresponding extracellular matrix accumulation, 
glycosaminoglycans, and type II collagen were vividly detected in the 
TGF-β3-containing microbeads with increasing SCB concentrations in the treatment 
medium. Our findings highlighted that the combination of SCB treatment and 
TGF-β3 incorporation in the chondrocyte-laden microbeads is a promising strategy 
for enhancing cartilage regeneration, which may contribute to a versatile 
application in cell delivery and tissue engineering."
744,"SCOPE: Peripheral blood mononuclear cells (PBMC) provide a useful and minimally 
invasive source of biomarkers. Here we aimed to identify PBMC transcriptomic 
biomarkers predictive of metabolic impairment related to increased adiposity.
METHODS AND RESULTS: We analysed the global PBMC transcriptome in metabolically 
healthy (normoglycemic) volunteers with overweight-obesity (OW-OB, n = 12), and 
in subjects with metabolically-obese normal-weight (MONW, n = 5) phenotype, in 
comparison to normal weight (NW, n = 12) controls. We identified 1,072 
differentially expressed genes (DEGs) in OW-OB versus NW and 992 in MONW versus 
NW. Hierarchical clustering of the top 100 DEGs clearly distinguished OW-OB and 
MONW from NW. Remarkably, the OW-OB and MONW phenotypes shared 257 DEGs 
regulated in the same direction. The top up-regulated gene CXCL8, coding for 
interleukin 8, with a role in obesity-related pathologies, was of special 
interest as a potential marker for predicting increased metabolic risk. CXCL8 
expression was increased mainly in the MONW group and correlated directly with 
C-reactive protein levels.
CONCLUSIONS: PBMC gene expression analysis of CXCL8 or a pool of DEGs might be 
used to identify early metabolic risk in an apparently healthy population 
regardless of their BMI, i.e., subjects with OW-OB or MONW phenotype and to 
apply adequate and personalized nutritional preventive strategies. This article 
is protected by copyright. All rights reserved."
745,"Coenzyme A (CoA) is an essential cofactor involved in a range of metabolic 
pathways including the activation of long-chain fatty acids for catabolism. 
Cells synthesize CoA de novo from vitamin B5 (pantothenate) via a pathway 
strongly conserved across prokaryotes and eukaryotes. In humans, it involves 
five enzymatic steps catalyzed by four enzymes: pantothenate kinase (PANK 
[isoforms 1-4]), 4'-phosphopantothenoylcysteine synthetase (PPCS), 
phosphopantothenoylcysteine decarboxylase (PPCDC), and CoA synthase (COASY). To 
date, inborn errors of metabolism associated with all of these genes, except 
PPCDC, have been described, two related to neurodegeneration with brain iron 
accumulation (NBIA), and one associated with a cardiac phenotype. This paper 
reports another defect in this pathway (detected in two sisters), associated 
with a fatal cardiac phenotype, caused by biallelic variants (p.Thr53Pro and 
p.Ala95Val) of PPCDC. PPCDC enzyme (EC 4.1.1.36) catalyzes the decarboxylation 
of 4'-phosphopantothenoylcysteine to 4'-phosphopantetheine in CoA biosynthesis. 
The variants p.Thr53Pro and p.Ala95Val affect residues highly conserved across 
different species; p.Thr53Pro is involved in the binding of flavin 
mononucleotide, and p.Ala95Val is likely a destabilizing mutation. 
Patient-derived fibroblasts showed an absence of PPCDC protein, and nearly 50% 
reductions in CoA levels. The cells showed clear energy deficiency problems, 
with defects in mitochondrial respiration, , and mostly glycolytic ATP 
synthesis. Functional studies performed in yeast suggest these mutations to be 
functionally relevant. In summary, this work describes a new, ultra-rare, severe 
inborn error of metabolism due to pathogenic variants of PPCDC."
746,"Approaches capable of simultaneously treating cancer and preventing susceptible 
patients from lethal infections, such as coronavirus disease 2019, are highly 
desirable but have proven to be difficult. Here, dressing bacteria with a hybrid 
immunoactive nanosurface is reported to elicit dual anticancer and antiviral 
immunity. A combination of checkpoint blocking antibody and virus-specific 
antigen is covalently conjugated to polydopamine nanoparticles, which can be 
anchored onto bacterial surface, by a one-step in-situ polymerization of 
dopamine under a cell-friendly condition. By virtue of the ability to colonize 
and penetrate deep tumor tissue, dressed bacteria enable sustained release and 
expanded exposure of carried immunoactivators to stimulate immune cells. In 
addition to a carrier role, bacteria are able to further provoke innate immunity 
due to native immunogenicity of the pathogen-associated molecular patterns. 
Immunization with dressed bacteria promote the maturation and activation of 
antigen-presenting cells, which induces robust humoral and cellular immune 
responses in tumor-bearing mice. As evidenced by efficient production of viral 
antigen-specific immunoglobulin G antibody in serum and significantly suppressed 
tumor growth in different models, dressing bacteria with a hybrid immunoactive 
nanosurface paves an avenue to prepare next-generation therapeutics for 
synergistic treatment and prevention. This article is protected by copyright. 
All rights reserved."
747,"Atrazine (ATZ) is the second most commonly used herbicide worldwide, resulting 
in the pollution of water bodies and affecting the economic benefits of 
aquaculture. ATZ is known to cause liver damage in the common carp, Cyprinus 
carpio L., one of the most widely cultivated fish in China, but the underlying 
mechanisms are poorly understood. In this study, juvenile common carp Cyprinus 
carpio L. were exposed to three different environmental levels (0.4, 0.8, and 
1.2 μg/L) of ATZ for 12 weeks and changes in the liver transcriptomes between 
the high-dose group and the control group were analyzed. The data showed that 
different levels of ATZ exposure caused hepatotoxicity in juvenile carp, shown 
by biochemical parameters and histopathological changes. Comparative 
transcriptomics showed that high-dose ATZ exposure led to alterations in the 
expression of various lipid metabolism-related gene changes, including genes 
associated with metabolic pathways, fatty acid metabolism, and fatty acid 
elongation. Furthermore, a connection network analysis of the top 100 
differentially expressed genes (DEGs) showed a variety of associations between 
high-dose ATZ-induced liver damage and the principal DEGs, indicating the 
complexity of hepatotoxicity induced by ATZ. In conclusion, the molecular 
mechanisms underlying ATZ-triggered hepatotoxicity in juvenile carp are 
primarily related to impaired lipid metabolism."
748,"Tumor therapeutic resistances are frequently linked to the recurrence and poor 
prognosis of cancers and have been a key bottleneck in clinical tumor treatment. 
Mucin1 (MUC1), a heterodimeric transmembrane glycoprotein, exhibits abnormally 
overexpression in a variety of human tumors and has been confirmed to be related 
to the formation of therapeutic resistance. In this review, the multifaceted 
roles of MUC1 in tumor therapy resistance are summarized from aspects of 
pan-cancer principles shared among therapies and individual mechanisms dependent 
on different therapies. Concretely, the common mechanisms of therapy resistance 
across cancers include interfering with gene expression, promoting genome 
instability, modifying tumor microenvironment, enhancing cancer heterogeneity 
and stemness, and activating evasion and metastasis. Moreover, the individual 
mechanisms of therapy resistance in chemotherapy, radiotherapy, and biotherapy 
are introduced. Last but not least, MUC1-involved therapy resistance in 
different types of cancers and MUC1-related clinical trials are summarized."
749,"BACKGROUND: Introduction of the classification of brain tumours based on DNA 
methylation profile has significantly changed the diagnostic approach. Due to 
the paucity of data on the molecular profiling of meningiomas and their clinical 
implications, no effective therapies and new treatments have been implemented.
METHODS: DNA methylation profiling, copy number analysis, targeted sequencing 
and H3K27me3 expression was performed on 35 meningiomas and 5 controls.
RESULTS: Unsupervised hierarchical clustering (UHC) analysis revealed four 
distinct molecular subgroups: Malignant; Intermediate; Benign A, and Benign B. 
Molecular heterogeneity was observed within the same grade as the Intermediate, 
Benign A, and Benign B subgroups were composed of WHO grade 1 as well as grade 2 
cases. There was association of mutations with distinct methylation subgroups 
(NF2, AKT1, SMO, TRAF7 and pTERT). Loss of chromosome 22q was observed across 
all subgroups. 1p/14q co-deletion was seen in 50% of malignant and intermediate 
while CDKN2A loss was predominantly observed in malignant subgroup (50%). 
Majority of malignant (75%) and a small proportion of other subgroups 
(Intermediate: 25%, Benign A: 38.5%, and Benign B: 20%) harboured H3K27me3 loss. 
38,734 genes were dysregulated amongst the four subgroups. DKFZ classified 71% 
cases with acceptable score. On survival analysis, methylation profiling had 
significant impact on progression-free-survival in WHO grade1 and 2 meningiomas 
(p = 0.0051).
CONCLUSION: Genome-wide DNA methylation profiling highlights clinically distinct 
molecular subgroups and heterogeneity within the same grade of meningiomas. 
Molecular profiling can usher in a paradigm shift in meningioma classification, 
prognostic prediction, and treatment strategy."
750,"BACKGROUND: In-vivo maternal haploids serve as the basis of doubled haploid (DH) 
breeding in maize. R1-navajo (R1-nj) gene governing anthocyanin colouration in 
the endosperm and embryo is widely used to identify haploid seeds. However, the 
expression of R1-nj depends on genetic-background of source-germplasm used for 
deriving DH-lines. Further, presence of C1-Inhibitor (C1-I) gene suppresses the 
expression of R1-nj, thus makes the selection of haploids difficult.
METHODS: In the present study, 178 subtropically-adapted maize inbreds were 
crossed with two R1-nj donors 'that do not have haploid induction genes'. Of 
these, 76.4% inbreds developed purple colour in endosperm, while 23.6% did not 
show any colouration. In case of scutellum, 62.9% inbreds possessed colour and 
37.1% were colourless. The anthocyanin intensity varied greatly, with 19.66% and 
42.98% inbreds displayed the least intensity, while 16.85% and 0.84% inbreds 
showed the highest intensity in endosperm and scutellum, respectively. Two C1-I 
specific breeder-friendly markers (MGU-CI-InDel8 and MGU-C1-SNP1) covering (i) 8 
bp InDel and (ii) A to G SNP, respectively, were developed. MGU-CI-InDel8 and 
MGU-C1-SNP1 markers predicted presence of C1-I allele with 92.9% and 84.7% 
effectiveness, respectively. However, when both markers were considered 
together, they provided 100% effectiveness.
CONCLUSIONS: These markers of C1-I gene would help in saving valuable resources 
and time during haploid induction in maize. The information generated here 
assume great significance in DH breeding of maize."
751,"Glomerular diseases afflict millions of people and impose an enormous burden on 
public healthcare costs worldwide. Identification of potential therapeutic 
targets for preventing glomerular diseases is of considerable clinical 
importance. CHILKBP is a focal adhesion protein and modulates a wide array of 
biological functions. However, little is known about the role of CHILKBP in 
glomerular diseases. To investigate the function of CHILKBP in maintaining the 
structure and function of podocytes in a physiologic setting, a mouse model 
(CHILKBP cKO) was generated in which CHILKBP gene was conditionally deleted in 
podocytes using the Cre-LoxP system. Ablation of CHILKBP in podocytes resulted 
in massive proteinuria and kidney failure in mice. Histologically, typical 
podocyte injury including podocyte loss, foot process effacement, and 
glomerulosclerosis was observed in CHILKBP cKO mice. Mechanistically, we 
identified ZO-1 as a key junctional protein that interacted with CHILKBP. Loss 
of CHILKBP in podocytes exhibited a significant reduction of ZO-1 expression, 
leading to abnormal actin organization, aberrant slit diaphragm protein 
expression and compromised podocyte filtration capacity. Restoration of CHILKBP 
or ZO-1 in CHILKBP-deficient podocytes effectively alleviated podocyte injury 
induced by the loss of CHILKBP in vitro and in vivo. Finally, we showed the 
glomerular expression of CHILKBP and ZO-1 was decreased in patients with 
proteinuric kidney diseases. Our findings reveal a novel signaling pathway 
consisting of CHILKBP and ZO-1 that plays an essential role in maintaining 
podocyte homeostasis and suggest novel therapeutic approaches to alleviate 
glomerular diseases."
752,"Plants biosynthesize a broad range of natural products through specialized and 
species-specific metabolic pathways that are fuelled by core metabolism, 
together forming a metabolic network. Specialized metabolites have important 
roles in development and adaptation to external cues, and they also have 
invaluable pharmacological properties. A growing body of evidence has 
highlighted the impact of translational, transcriptional, epigenetic and 
chromatin-based regulation and evolution of specialized metabolism genes and 
metabolic networks. Here we review the forefront of this research field and 
extrapolate to medicinal plants that synthetize rare molecules. We also discuss 
how this new knowledge could help in improving strategies to produce useful 
plant-derived pharmaceuticals."
753,"In this study, we explored the pyroptosis-related biomarkers and signatures of 
colorectal cancer (CRC). Gene expression profiles were downloaded from the Gene 
Expression Omnibus (GEO) and The Cancer Genome Atlas (TCGA)-COADREAD and were 
analyzed for differentially expressed genes (DEGs). DEGs in 
CRC‒pyroptosis-related genes (CRC‒PRGs) were obtained by intersecting DEGs 
associated with CRC and PRGs. The CRC‒PRGs were verified; functional enrichment 
analysis was performed with Gene Ontology (GO) followed by cluster analysis. Cox 
analyses and LASSO regression were used in TCGA dataset to construct a 
prognostic model for patients with CRC. A prognostic risk assessment model was 
constructed and efficacy was evaluated. Decision curve analysis was utilized to 
assess the role of the Lasso-Cox regression prognostic model for clinical 
utility at 1, 3, and 5 years. Twelve CRC‒PRGs were identified as prognostic 
pyroptosis-related DEGs. CXCL8, IL13RA2, MELK, and POP1 were selected as 
prognostic genes to construct features with a good prognostic performance in GEO 
and TCGA. Functional enrichment indicated that the 4-gene signature might be 
involved in CRC tumorigenesis and development through various pathways by 
playing a prognostic role in CRC. Furthermore, the results of the immune 
landscape analysis showed that the expression of CXCL8 and IL13RA2 in 
TCGA-COADREAD dataset was positively correlated with significant differential 
enrichment of most immune cells. A novel prognostic model consisting of four key 
genes, CXCL8, IL13RA2, MELK, and POP1, can accurately predict the survival of 
patients with CRC. This finding may provide a new perspective for the treatment 
of pyroptosis-related CRC."
754,"A polyphasic approach was used to determine the taxonomic position of a marine 
actinomycete, designated isolate CWH03T, which we previously reported to produce 
new linear azole-containing peptides spongiicolazolicins A and B. Strain CWH03T 
is mesophilic, neutrophilic, and halotolerant streptomycete that forms spiral 
spore chains on aerial mycelium. Comparative 16S rRNA gene sequencing showed 
that CWH03T was most closely related to Streptomyces tirandamycinicus HNM0039T 
(99.7%), Streptomyces spongiicola HNM0071T (99.4%), 'Streptomyces marianii' 
ICN19T (99.1%) and Streptomyces wuyuanensis CGMCC4.7042T (99.0%). The 
phylogenetic tree prepared using the 16S rRNA gene, as well as the phylogenomic 
tree using the genome BLAST distance phylogeny method and 81 core housekeeping 
genes, respectively, showed that the closest relative of strain CWH03T was S. 
spongiicola HNM0071T. The average nucleotide identity and digital DNA-DNA 
hybridization values between strains CWH03T and S. spongiicola HNM0071T were 
91.46% and 44.2%, respectively, which were below the thresholds of 96% and 70% 
for prokaryotic conspecific assignation. The G+C content of the genomic DNA of 
strain CWH03T was 72.3%. Whole-cell hydrolysates of strain CWH03T contained 
LL-diaminopimelic acid. The predominant menaquinone was MK-9(H8) (88.3%), and 
the major fatty acids were iso-C16:0 (28.4%), anteiso-C15:0 (15.0%) and 
iso-C15:0 (12.9%). The major phospholipids were diphosphatidylglycerol, 
phosphatidylglycerol, phosphatidylethanolamine and an unidentified phospholipid. 
Based on data obtained from phenotypic, phylogenetic, genomic, and 
chemotaxonomic analyses, strain CWH03T represents a novel species of the genus 
Streptomyces, for which the proposed name is Streptomyces pacificus sp. nov. The 
type strain is CWH03T ( = NBRC 114659T = TBRC 15780T)."
755,"Although micronuclei are well-known biomarkers of genotoxic damage, the 
biological consequences of micronucleus induction are only poorly understood. To 
further elucidate these consequences, HeLa cells stably expressing histone 2B 
coupled with green fluorescent protein were used for long-term live cell imaging 
to investigate the fate of micronuclei and micronucleated cells after treatment 
of cells with various genotoxic agents (doxorubicin (20, 30 and nM), tert-butyl 
hydroperoxide (tBHP, 50, 100 and 150 µM), radiation (0.5, 1 and 2 Gy), methyl 
methanesulfonate (MMS, 20, 25 and 30 µg/ml) and vinblastine (1, 2 and 3 nM)). 
Most micronuclei persist for multiple cell cycles or reincorporate while 
micronucleated cells were more prone to cell death, senescence and fatal mitotic 
errors compared to non-micronucleated cells, which is consistent with previous 
studies using etoposide. No clear substance-related effects on the fate of 
micronuclei and micronucleated cells were observed. To further investigate the 
fate of micronuclei, extrusion of micronuclei was studied with treatments 
reported as inducing the extrusion of micronuclei. Since extrusion was not 
observed in HeLa cells, the relevance of extrusion of micronuclei remains 
unclear. In addition, degradation of micronuclei was analysed via immunostaining 
of γH2AX, which demonstrated a high level of DNA damage in micronuclei compared 
to the main nuclei. Furthermore, transduction with two reporter genes 
(LC3B-dsRed and LaminB1-dsRed) was conducted followed by long-term live cell 
imaging. While autophagy marker LC3B was not associated with micronuclei, Lamin 
B1 was found in approximately 50% of all micronuclei. While degradation of 
micronuclei was not observed to be a frequent fate of micronuclei, the results 
show impaired stability of DNA and micronuclear envelope indicating rupture of 
micronuclei as a pre-step to chromothripsis."
756,"Dichlorooctylisothiazolinone (DCOIT), which is one of the isothiazolinone 
preservatives, is applied to water-based adhesives in food packaging. This study 
investigated the effects of DCOIT on the embryonic growth and thyroid endocrine 
system using zebrafish. Organism-level (hatchability, survival, and growth), 
hormone-level (triiodothyronine (T3) and thyroxine (T4)), gene-level (genes 
associated with the hypothalamus-pituitary-thyroid axis), and microRNA-level 
(microRNAs related to thyroid endocrine disruption) endpoints were measured. 
Significant rise in embryonic coagulation and delayed hatching (≥0.3 μg/L), and 
decreased larval length (30 μg/L) were observed in fish exposed to DCOIT. Lower 
contents of T3 and T4 were observed after exposure to DCOIT, which was 
accompanied by the upregulation of genes associated with the thyrotropin 
releasing hormone and thyroid stimulating hormone and the downregulation of 
genes associated with the thyroid hormone receptors and deiodination. Strong 
influence of DCOIT on dre-miR-193b and -499 may be a critical mechanism to 
inhibit transcription of trαa and trβ, which in turn may affect thyroid hormones 
and development of the organism. Our findings suggest that hypothyroidism 
induced by the exposure to DCOIT is potentially associated with genetic and 
microRNA-level changes, which eventually affects development."
757,"BACKGROUND: Prostate cancer (PrCa) is one of the most hereditable human cancers, 
however, only a small fraction of patients has been shown to carry deleterious 
variants in known cancer predisposition genes.
METHODS: Whole-exome sequencing was performed in multiple affected members of 45 
PrCa families to select the best candidate genes behind part of the PrCa missing 
hereditability. Recurrently mutated genes were prioritised, and further 
investigated by targeted next-generation sequencing in the whole early-onset 
and/or familial PrCa series of 462 patients.
RESULTS: PRUNE2 stood out from our analysis when also considering the available 
data on its association with PrCa development. Ten germline pathogenic/likely 
pathogenic variants in the PRUNE2 gene were identified in 13 patients. The most 
frequent variant was found in three unrelated patients and identical-by-descent 
analysis revealed that the haplotype associated with the variant is shared by 
all the variant carriers, supporting the existence of a common ancestor.
DISCUSSION: This is the first report of pathogenic/likely pathogenic germline 
variants in PRUNE2 in PrCa patients, namely in those with early-onset/familial 
disease. Importantly, PRUNE2 was the most frequently mutated gene in the whole 
series, with a deleterious germline variant identified in 2.8% of the patients, 
representing a novel prostate cancer predisposition gene."
758,"WRKY transcription factors play an important role in the immune system and the 
innate defense response of plants. WRKY transcription factors have great 
feedback on nitrogen stress. In this study, bioinformatics was used to detect 
the WRKYs of Panax notoginseng (PnWRKYs). The response of PnWRKYs under nitrogen 
stress was also well studied. PnWRKYs were distributed on 11 chromosomes. 
According to PnWRKY and Arabidopsis thaliana WRKY (AtWRKY) domains, these PnWRKY 
proteins were divided into three groups by phylogenetic analysis. MEME analysis 
showed that almost every member contained motif 1 and motif 2. PlantCARE online 
predicted the cis-acting elements of the promoter. PnWRKY gene family members 
obtained 22 pairs of repeat fragments by collinearity analysis. The expression 
levels of PnWRKYs in different parts (roots, flowers, and leafs) were analyzed 
by the gene expression pattern. They reflected tissue-specific expressions. The 
qRT-PCR experiments were used to detect 74 PnWRKYs under nitrogen stress. The 
results showed that the expression levels of 8 PnWRKYs were significantly 
induced. The PnWRKY gene family may be involved in biotic/abiotic stresses and 
hormone induction. This study will not only lay the foundation to explore the 
functions of PnWRKYs but also provide candidate genes for the future improvement 
of P. notoginseng."
759,"Royal jelly is a gelatinous nutrient secretion produced by the mandibular glands 
of young worker honey bees and has a critical role in honey bee life. In the 
honey bee colonies, queen and worker honey bees have very different morphologies 
and behaviors due to their diet in the larval period, despite having the same 
genome. In comparison, queen bees formed from larvae that feed royal jelly 
exclusively, and worker bees formed from larvae that feed on much less royal 
jelly. DNA methylation has been shown to play a critical role in the development 
of queen and worker honeybees. Alterations in DNA methylation, one of the 
epigenetic mechanisms defined as hereditable nucleotide modifications that occur 
in gene expression without changes in the DNA sequence, are closely related to 
many diseases, especially cancer. Hypermethylation of CpG islands located in the 
promoter regions of genes causes gene silencing and tumor suppressor genes 
epigenetically have silenced in cancer. The inactivation of tumor suppressor 
genes disrupts nearly all cellular pathways in cancer. In contrast to genetic 
alterations, gene silencing by epigenetic modifications may potentially be 
reversed and used in cancer treatment. Royal jelly, which causes epigenetic 
changes in bee colonies, has the potential to cause a change in cancer cells. In 
our study, royal jelly's effects on DNA methyltransferase enzyme and gene 
methylation of RASSF1A tumor suppressor were investigated in human cancer cell 
lines (HeLa, HT29, and A549), and modifications in the gene expression profile 
of royal jelly were determined by next generation sequencing."
