,0
364,"PURPOSE: Immunogenic cell death (ICD) is a type of regulated cell death (RCD) 
which was discovered to activate adaptive immunity. To date, the effect of ICD 
on lung adenocarcinoma (LUAD) remains unclear. In this research, we will study 
the role of ICD-related genes (ICDG) in LUAD.
METHODS: RNA sequencing and clinical data were gathered from TCGA-LUAD cohorts 
and GEO database. Using unsupervised cluster analysis, three clusters were 
identified with distinctive immune characteristics and significant overall 
survival based on 18 ICDG. Using LASSO Cox regression, three genes were 
identified and used to construct the prognosis signature. The association 
between the 3-ICDG risk signature and immune microenvironment analysis, somatic 
mutation, and enriched molecular pathways was investigated.
RESULTS: Consensus clustering separated the LUAD samples into three clusters 
(ICDcluster A, B and C), and ICDcluster B had the best prognosis. Different TME 
cell infiltration characteristics and biological behavior were found in three 
ICD clusters. Prognostic risk model was contrasted based on the 3 best 
prognostic ICD-related genes. Subsequently, vitro experiments verified the above 
analysis results. The high-risk group showed a poor prognosis and enrichment of 
cancer promoting signal pathway. Multivariate analysis indicated that this 
3-ICDG prognostic model might be an accurate prediction parameter for LUAD. 
Moreover, conducting immune related analysis, we found that the 3-ICDG risk 
signature was characterized by an immune-active subtype on account of the high 
infiltration of immune-active cells.
CONCLUSION: This study expands our cognition of ICD in LUAD microenvironment, 
excavated prognostic biomarkers, and provided potential value for guiding 
immunotherapy and chemotherapy."
365,"AIMS: Hepatocellular carcinoma (HCC) is the most common type of primary liver 
cancer. Expression defects and turnover of basement membrane (BM) proteins are 
key pathogenic factors in cancer. It is still uncertain how the expression of 
BM-related genes (BMGs) in HCC relates to prognosis.
METHODS: All of the HCC cohort's RNA-seq and clinical information came from TCGA 
datasets. The least absolute shrinkage and selection operator (LASSO) regression 
algorithm was utilized to filter down the candidate genes and construct the 
prognostic model. Univariate and multivariate Cox analyses were run to examine 
if the risk score may serve as a standalone prognostic indicator. The 
single-sample gene set enrichment analysis (ssGSEA) was utilized to analyze 
examine immune cell infiltration and pathway activity.
RESULTS: Five genes and their risk coefficients were eventually identified and 
patients with HCC were classified as either high or low risk based on the median 
of risk scores. Multivariate Cox regression analysis found a significant 
correlation between risk score and OS (p < 0.001). Subgroup analysis showed that 
BMGs signature had good prediction ability for HCC patients in age, gender, T 
stage, and AJCC stage (all p < 0.05). According to the ssGSEA, the high-risk 
subgroup showed higher levels of immune cell infiltration and immune-related 
pathways were more engaged in the high-risk group.
CONCLUSIONS: Our research systematically built a prognostic model using risk 
score based on BMGs signature in HCC patients. The immune feature analysis of 
the BMGs signature indicated a potential regulation between tumor immunity and 
BM in HCC."
366,"PURPOSE: Intraoperative identification of lung tumors can be challenging. 
Tumor-targeted fluorescence-guided surgery can provide surgeons with a tool for 
real-time intraoperative tumor detection. This study evaluated cell surface 
biomarkers, partially selected via data-driven selection software, as potential 
targets for fluorescence-guided surgery in non-small cell lung cancers: 
adenocarcinomas (ADC), adenocarcinomas in situ (AIS), and squamous cell 
carcinomas (SCC).
PROCEDURES: Formalin-fixed paraffin-embedded tissue slides of resection 
specimens from 15 patients with ADC and 15 patients with SCC were used and 
compared to healthy tissue. Molecular targets were selected based on two 
strategies: (1) a data-driven selection using > 275 multi-omics databases, 
literature, and experimental evidence; and (2) the availability of a fluorescent 
targeting ligand in advanced stages of clinical development. The selected 
targets were carbonic anhydrase 9 (CAIX), collagen type XVII alpha 1 chain 
(collagen XVII), glucose transporter 1 (GLUT1), G protein-coupled receptor 87 
(GPR87), transmembrane protease serine 4 (TMPRSS4), carcinoembryonic antigen 
(CEA), epithelial cell adhesion molecule (EpCAM), folate receptor alpha (FRα), 
integrin αvβ6 (αvβ6), and urokinase-type plasminogen activator receptor (uPAR). 
Tumor expression of these targets was assessed by immunohistochemical staining. 
A total immunostaining score (TIS, range 0-12), combining the percentage and 
intensity of stained cells, was calculated. The most promising targets in ADC 
were explored in six AIS tissue slides to explore its potential in non-palpable 
lesions.
RESULTS: Statistically significant differences in TIS between healthy lung and 
tumor tissue for ADC samples were found for CEA, EpCAM, FRα, αvβ6, CAIX, 
collagen XVII, GLUT-1, and TMPRSS4, and of these, CEA, CAIX, and collagen XVII 
were also found in AIS. For SCC, EpCAM, uPAR, CAIX, collagen XVII, and GLUT-1 
were found to be overexpressed.
CONCLUSIONS: EpCAM, CAIX, and Collagen XVII were identified using concomitant 
use of data-driven selection software and clinical evidence as promising targets 
for intraoperative fluorescence imaging for both major subtypes of non-small 
cell lung carcinomas."
367,"BACKGROUND AND OBJECTIVES: The National Comprehensive Cancer Network recommends 
a second-line treatment of pemigatinib for patients with intrahepatic 
cholangiocarcinoma with fibroblast growth factor receptor 2 (FGFR2) 
fusions/rearrangements and modified FOLFOX (mFOLFOX) for those without FGFR2 
alterations. However, these regimens are not yet covered by Taiwa's National 
Health Insurance. This cost-effectiveness analysis evaluated the 
cost-effectiveness of the pemigatinib/mFOLFOX regimen as the second-line 
treatment for advanced intrahepatic cholangiocarcinoma based on FGFR2 status in 
comparison with the regimen of fluorouracil chemotherapy and provided a 
cost-effectiveness analysis-based reference price for pemigatinib.
METHODS: A three-state partitioned survival model with a 5-year time horizon was 
constructed for patients with advanced intrahepatic cholangiocarcinoma who did 
not respond to first-line therapy. Overall and progression-free survival 
functions of pemigatinib, mFOLFOX, and fluorouracil were estimated from the 
FIGHT-202, ABC-06, and NIFTY trials, respectively. The utility of health states 
and disutility of adverse events were obtained from the literature. The genetic 
testing fee and price of pemigatinib were set as the market price. Other costs 
related to advanced intrahepatic cholangiocarcinoma were calculated using 
National Health Insurance claims data. The willingness-to-pay threshold was 
three times the gross domestic product per capita in 2021 (NT$2,889,684). A 3% 
discount rate was applied to quality-adjusted life-years and costs. Scenario 
analyses included a gradual price reduction of pemigatinib, alternative survival 
models, application of a National Health Insurance payment conversion factor to 
non-medication costs, and consideration of life-years as effectiveness. A 
deterministic sensitivity analysis, probabilistic sensitivity analysis, and a 
value of information analysis were performed.
RESULTS: The new regimen provided an incremental 0.13 quality-adjusted 
life-years, with incremental costs of NT$459,697, yielding an incremental 
cost-effectiveness ratio of NT$3,411,098 per quality-adjusted life-year and an 
incremental net monetary benefit of - NT$70,268. The new regimen was found to be 
53.2% cost effective in the probabilistic sensitivity analysis. The expected 
value of uncertainty measured by the expected value of perfect information was 
NT$80,695/person. In scenario analyses, the incremental net monetary benefit was 
positive when the price of pemigatinib was reduced by 40% or more. When applying 
a conversion factor to non-medical costs, the probability of the new regimen 
being cost effective was slightly increased from 53.2 to 56.5% compared with the 
base-case analysis. The utility and the cost of the new regimen were the main 
drivers of uncertainty.
CONCLUSIONS: Although the new second-line genetic-based and biomarker-driven 
regimen of pemigatinib/mFOLFOX appears not cost effective for patients with 
advanced intrahepatic cholangiocarcinoma in the base-case analysis, our analysis 
suggests it is highly likely to be cost effective in the case of a 40% price 
reduction on pemigatinib."
368,"BACKGROUND: Metabolic tumor volume (MTV) and total lesion glycolysis (TLG) are 
volumetric parameters derived from 18F-FDG PET/CT, suggested to have a 
prognostic value in cancer patients. Our study aimed to test whether these 
volumetric parameters of the primary tumor and whole-body tumor burden (WBTB) 
can predict overall survival (OS) in non-small cell lung cancer (NSCLC) 
patients.
MATERIALS AND METHODS: Thirty biopsy-proven NSCLC patients who had not begun 
anti-tumor therapy were included in this prospective study. A baseline 18F-FDG 
PET/CT study was acquired. Scans were interpreted visually and 
semi-quantitatively by drawing a 3D volume of interest (VOI) over the primary 
tumor and all positive lesions to calculate metabolic, volumetric parameters, 
and WBTB. The PET parameters were used to stratify patients into high- and 
low-risk categories. The overall survival was estimated from the date of 
scanning until the date of death or last follow-up.
RESULTS: At a median follow-up of 22.73 months, the mean OS was shorter among 
patients with higher tu MTV and tu TLG and high WBTB. High WB TLG was 
independently associated with the risk of death (p < 0.025). Other parameters, 
e.g., SUVmax, SUVpeak, and SUVmean, were not predictive of outcomes in these 
patients.
CONCLUSION: In patients with NSCLC, tu MTV, tu TLG, and WBTB determined on 
initial staging 18F-FDG PET/CT seems to be a strong, independent imaging 
biomarker to predict OS, superior to the clinical assessment of the primary 
tumor. The WB TLG was found to be the best predictor of OS."
369,"Poly (ADP-ribose) polymerase (PARP) inhibitors (PARPi) function by inhibiting 
base excision repair and inducing synthetic lethality in homologous 
recombination repair-deficient cells, such as BRCA1/2-mutated cancer cells. The 
BCR/ABL1 fusion protein causes dysregulated cell proliferation and is 
responsible for chronic myelogenous leukemia and Philadelphia 
chromosome-positive acute lymphoblastic leukemia (Ph+ALL). BCR/ABL1 also induces 
genomic instability by downregulating BRCA1. We investigated the effect of the 
PARPi, olaparib, against Ph+ALL cell lines and found that they show variable 
sensitivity, presumably due to cancer-associated genetic alterations other than 
BCR/ABL1. To investigate the reasons for the variable responses of Ph+ALL cells 
to PARPi treatment, we analyzed the transcriptomes of olaparib-sensitive and 
-resistant Ph+ALL cell lines, which revealed that activation of the 
phosphatidylinositol 3-kinase (PI3K) pathway was a hallmark of PARPi resistance. 
Based on these findings, we examined the effects of adding a PI3K inhibitor 
(PI3Ki) to PARPi treatment to overcome PARPi insensitivity in Ph+ALL cell lines. 
Combination with PI3Ki increased PARPi cytotoxicity in PARPi-resistant Ph+ALL 
cell lines. Tyrosine kinase inhibitor (TKI) therapy is the gold standard for 
Ph+ALL, and, based on our findings, we propose that PARPi combined with TKI and 
PI3K inhibition could be a novel therapeutic strategy for Ph+ALL."
370,"Colorectal cancer (CRC) is one of the most frequent gastrointestinal malignant 
tumors worldwide. Immune checkpoint therapies (ICTs) have been proven to be a 
reliable treatment for some subtypes of CRC. Gut microbiome is closely involved 
in intestinal carcinogenesis through the regulation of local immune and 
inflammation of colonic mucosa. Numerous studies have demonstrated that the 
immunotherapeutic efficacy of CRC and other kinds of cancer is influenced by the 
immunosuppressive microenvironment constituted by intestinal microbiome and 
their metabolites. This Review will discuss the recent advances in how gut 
microbiome can modify the immune microenvironment and its potential role in ICTs 
of CRC."
371,"Renal cell carcinoma accounts for 2-3% of all cancers. It is difficult to 
diagnose early. Recently, genome-wide studies have identified that histone 
methylation was one of the functional classes that is most frequently 
dysregulated in renal cell cancer. Mutation or mis-regulation of histone 
methylation, methyltransferases, demethylases are associated with gene 
expression and tumor progression in renal cell cancer. Herein, we summarize 
histone methylations, demethylases and their alterations and mechanisms in renal 
cell cancer."
372,"BACKGROUND: Mesenchymal stem cells (MSCs) are utilized as a carrier of 
anti-tumor agents in targeted anti-cancer therapy. Despite the improvements in 
this area, there are still some unsolved issues in determining the appropriate 
dose, method of administration and biodistribution of MSCs. The current study 
aimed to determine the influence of toll-like receptor 3 (TLR3) stimulation on 
the potential of MSCs migration to the neoplasm environment in the mouse 
melanoma model.
METHODS AND RESULTS: Adipose-derived MSCs (ADMSCs) were isolated from the GFP+ 
transgenic C57BL/6 mouse and treated with different doses (1 µg/ml and 10 µg/ml) 
of polyinosinic-polycytidylic acid, the related TLR3 agonist, at various time 
points (1 and 4 h). Following the treatment, the expression of targeted genes 
such as α4, α5, and β1 integrins and TGF-β and IL-10 anti-inflammatory cytokines 
was determined using real-time PCR. In vivo live imaging evaluated the migration 
index of the intraperitoneally (IP) injected treated ADMSCs in a lung 
tumor-bearing mouse (C57BL/6) melanoma model (n = 5). The presented findings 
demonstrated that TLR3 stimulation enhanced both migration of ADMSCs to the 
tumor area compared with control group (n = 5) and expression of α4, α5, and β1 
integrins. It was also detected that the engagement of TLR3 resulted in the 
anti-inflammatory behavior of the cells, which might influence the directed 
movement of ADMSCs.
CONCLUSION: This research identified that TLR3 activation might improve the 
migration via the stimulation of stress response in the cells and depending on 
the agonist concentration and time exposure, this activated pathway drives the 
migratory behavior of MSCs."
373,"Glioma is a primary brain tumor with limited treatment approaches and 
glioblastoma stem cells (GSCs) are manifested with the self-renewal capability 
and high tumorigenic capacity. This study was performed to investigate the 
regulatory effect of the SUMO-specific protease 1 (SENP1)/methyltransferase-like 
3 (METTL3)/MYC axis on the self-renewal of GSCs mediated by transcription factor 
Yin Yang 1 (YY1). Following bioinformatics analysis and clinical and cellular 
experiments, we found that YY1 was highly expressed in GBM tissues and cells, 
while silencing its expression reduced the self-renewal ability of GSCs. 
Functionally, YY1 promoted the transcriptional expression of SENP1 by binding to 
the promoter region of SENP1, while the deSUMOase SENP1 facilitated the 
methylase activity of m6A through deSUMOylation of the methylase METTL3, thereby 
promoting the m6A modification of MYC mRNA via METL3 and promoting the 
expression of MYC. A nude mouse xenograft model of GBM was also constructed to 
examine the tumorigenicity of GSCs. The obtained findings demonstrated that YY1 
promoted tumorigenicity of GSCs by promoting the expression of MYC in vivo. 
Conclusively, YY1 can transcriptionally upregulate the SUMOylase SENP1 and 
enhance the methylase activity of METTL3, resulting in the increased m6A 
modification level of MYC mRNA, thereby promoting the self-renewal of GSCs."
374,"Integration of high-dimensional tumor gene expression data with 
clinicopathological data can increase our understanding of disease diversity, 
enable retrospective patient stratification, and identify new potential 
biomarkers and therapeutic targets. Using a systems biology approach, we provide 
a holistic overview of gene co-expression networks in head and neck squamous 
cell carcinomas (HNSCC). Weighted gene co-expression network analysis of HNSCC 
RNA sequencing data from 519 patients from The Cancer Genome Atlas (TCGA) was 
used to determine correlates of 5-year survival, using regression tree-based 
optimal threshold calculations. Survival-associated gene sets were transformed 
to gene set scores that were assessed for correlation with clinicopathological 
data. We identified 8 gene co-expression modules for HNSCC tumors, each of which 
contained co-expressed genes associated significantly with 5-year survival. 
Survival-associated co-expression gene signatures correlated dominantly with 
tumor HPV and p16 status. Network analysis identified that survival was 
associated with signaling networks of infection, immunity, 
epithelial-mesenchymal transition (EMT), hypoxia, glycolysis, focal adhesion, 
extracellular matrix, MYC signaling, autophagy and transcriptional regulation. 
EMT-associated gene signatures were expressed dominantly in fibroblasts, and 
cancer-associated fibroblasts were inversely correlated with immune activity. 
Interestingly, a high Immune Suppression Score based on expression of 21 genes 
associated with immune inhibition and including immune checkpoints, cytokines 
and regulatory T cell factors, was also associated with increased survival 
probability, and was significantly higher in HPV+ HNSCC. Networks associated 
with HNSCC survival were further associated with survival in cervical cancer, 
melanoma and lung cancer. This study defines 5129 genes associated with HNSCC 
survival, organized into co-expressed networks, their correlation with 
clinicopathological data, and with gene expression data from other malignant 
diseases, and provides a source for the discovery of biomarkers and novel 
therapies for HNSCC."
375,"The international precision oncology program INFORM enrolls relapsed/refractory 
pediatric cancer patients for comprehensive molecular analysis. We report a 
two-year pilot study implementing ex vivo drug sensitivity profiling (DSP) using 
a library of 75-78 clinically relevant drugs. We included 132 viable tumor 
samples from 35 pediatric oncology centers in seven countries. DSP was conducted 
on multicellular fresh tumor tissue spheroid cultures in 384-well plates with an 
overall mean processing time of three weeks. In 89 cases (67%), sufficient 
viable tissue was received; 69 (78%) passed internal quality controls. The DSP 
results matched the identified molecular targets, including BRAF, ALK, MET, and 
TP53 status. Drug vulnerabilities were identified in 80% of cases lacking 
actionable (very) high-evidence molecular events, adding value to the molecular 
data. Striking parallels between clinical courses and the DSP results were 
observed in selected patients. Overall, DSP in clinical real-time is feasible in 
international multicenter precision oncology programs."
376,"Contrast agents are used to enhance the visibility of rodent organs during in 
vivo micro-computed tomography imaging. Specifically, this non-invasive 
technique can study liver tumor growth and progression in small animals. 
Fenestra VC and the novel Fenestra HDVC were compared for enhancement in the 
liver of healthy and tumor-bearing mice, and the images were compared for their 
ability to define the tumor border, volume and quantity of tumors. Fenestra VC 
and Fenestra HDVC were injected into healthy eight-week-old female mice 
(C57BL/6) via the tail vein then imaged at seven different time points. The 
experimental results showed that 0.005 mL/g of Fenestra HDVC resulted in the 
same enhancement for all eight organs as 0.01 mL/g of Fenestra VC across all 
time points. For the tumor study, B16F10 tumors were surgically introduced into 
ten eight-week-old female mice (C57BL/6) then imaged in vivo over a 3 day 
period. Ex vivo micro-CT images of the excised livers were also obtained. The 
tumor volume and quantity were measured in each image, and the tumour 
progression observed over 3 days. We showed Fenestra HDVC is effective for in 
vivo imaging in rodents because the optimal enhancement level in organs is 
maintained at a reduced injection volume."
377,"There is a paucity of data on management strategies and clinical outcomes after 
recurrent venous thromboembolism (VTE). In a multicenter registry enrolling 3027 
patients with acute symptomatic VTE, the current study population was divided 
into the following 3 groups: (1) First recurrent VTE during anticoagulation 
therapy (N = 110); (2) First recurrent VTE after discontinuation of 
anticoagulation therapy (N = 116); and (3) No recurrent VTE (N = 2801). Patients 
with first recurrent VTE during anticoagulation therapy more often had active 
cancer (45, 25 and 22%, P < 0.001). Among 110 patients with first recurrent VTE 
during anticoagulation therapy, 84 patients (76%) received warfarin at recurrent 
VTE with the median prothrombin time-international normalized ratio (PT-INR) 
value at recurrent VTE of 1.6, although patients with active cancer had a 
significantly higher median PT-INR value at recurrent VTE compared with those 
without active cancer (2.0 versus 1.4, P < 0.001). Within 90 days after 
recurrent VTE, 23 patients (20.9%) during anticoagulation therapy and 24 
patients (20.7%) after discontinuation of anticoagulation therapy died. Active 
cancer was a major cause of recurrent VTE during anticoagulation therapy as a 
patient-related factor, while sub-optimal intensity of anticoagulation therapy 
was a major cause of recurrent VTE during anticoagulation therapy as a 
treatment-related factor, particularly in patients without active cancer."
378,"PURPOSE: The aim of this study was to clarify the frequency of thoracic 
recurrence and identify associated pathological features in postoperative 
patients with borderline or malignant ovarian epithelial tumors (BMOT) in stage 
I versus higher stages.
MATERIALS AND METHODS: A total of 368 consecutive patients with a single primary 
BMOT were treated at our hospital. This study included the 217 patients with no 
residual disease on the first CT after standard treatment. The timing and 
pattern of recurrence on follow-up CT images with a scan range from chest to 
pelvis were evaluated retrospectively. Patient characteristics, tumor histology, 
and stage were recorded from electronic medical records.
RESULTS: After a median follow-up period of 48 months, recurrence was detected 
by CT in 9 patients in stage I (n = 159) and 15 in stage II/III (n = 58) 
(p = 0.0001). Thoracic recurrence was detected in four patients in stage I and 
four in stage II/III (p = 0.15). Abdominal recurrence was identified as a factor 
associated with thoracic recurrence (P < 0.001). Clear cell carcinomas accounted 
for three out of four thoracic recurrences in stage I and two out of four in 
stage II/III, and had the highest rates of thoracic recurrence (7.7% in stage I 
and 22.2% in stage II/III) among all histological types associated with thoracic 
recurrence. Among patients with recurrence, thoracic recurrence-free probability 
(p = 0.38), median abdominal recurrence-free interval (18 vs 16 months; 
p = 0.55) and thoracic recurrence-free interval (16.5 vs 23 months; p = 0.89) 
did not differ significantly between stage I and stage II/III.
CONCLUSION: The frequency and timing of thoracic recurrence did not differ 
significantly in postoperative patients with BMOT in stage I versus stage 
II/III. Abdominal recurrence and a histological type of clear cell carcinoma 
were most often associated with thoracic recurrence in stage I."
379,"BACKGROUND: Postoperative acute exacerbation of interstitial pneumonia has a 
high mortality rate; however, its treatment methods have not been standardized.
CASE PRESENTATION: A 72-year-old man with rheumatoid arthritis developed acute 
respiratory failure about 3 weeks after lung cancer surgery. There were 
increased diffuse frosted shadows in both lung fields. His condition was 
diagnosed as an acute exacerbation of interstitial pneumonia associated with 
rheumatoid arthritis, and he was started on steroid pulse therapy; however, his 
respiratory condition deteriorated. He was urgently intubated and started on 
veno-venous extracorporeal membrane oxygenation. Further, intensive care, 
including blood purification therapy, was initiated. The blood purification 
therapy comprised a combination of hemodiafiltration and 6-h polymyxin 
B-immobilized fiber column direct hemoperfusion. The patient was weaned off 
veno-venous extracorporeal membrane oxygenation, extubated, and discharged from 
the intensive care unit on the ninth day.
CONCLUSIONS: Blood purification therapy was effective for acute exacerbation of 
interstitial pneumonia."
380,"N-Nitrosodimethylamine (NDMA) detected above the acceptable level in ranitidine 
products has been a great global concern. To examine the risk of cancer among 
people treated with ranitidine, we conducted a cohort study using the National 
Health Insurance Service-National Sample Cohort data (2002-2015) of South Korea. 
Patients were aged 40 or above as of January 2004 and began receiving ranitidine 
or other histamine-2 receptor antagonist (H2RA), active comparator, without a 
history of H2RAs prescription during the prior 2-years. The lag time was 
designated up to 6 years. The outcomes were an overall incident cancer risk and 
the risk of major single cancers during the follow-up. The association between 
ranitidine use and cancer risk was examined by Cox regression model. After 
exclusion and propensity score matching, 25,360 patients were available for 
analysis. The use of ranitidine was not associated with the overall cancer risk 
and major individual cancers [overall cancer: incidence rate per 1000 
person-years, 2.9 vs 3.0 among the ranitidine users and other H2RAs users, 
respectively; adjusted hazard ratio (HR) and 95% confidence interval (95% CI) 
for all cancers, 0.98 (0.81-1.20)]. The higher cumulative exposure to ranitidine 
did not increase the cancer risk. Given the insufficient follow-up period, these 
findings should be interpreted carefully."
381,"Epidermal growth factor receptor (EGFR) is an effective target for those 
patients with metastatic colorectal cancers that retain the wild-type RAS gene. 
However, its efficacy in many cancers, including bladder cancer, is unclear. 
Here, we studied the in vitro effects of cetuximab monoclonal antibodies (mAbs) 
targeting EGFR on the bladder cancer cells and role of CD46. Cetuximab was found 
to inhibit the growth of both colon and bladder cancer cell lines. Furthermore, 
cetuximab treatment inhibited AKT and ERK phosphorylation in the bladder cancer 
cells and reduced the expression of CD46 membrane-bound proteins. Restoration of 
CD46 expression protected the bladder cancer cells from cetuximab-mediated 
inhibition of AKT and ERK phosphorylation. We hypothesized that CD46 provides 
protection to the bladder cancer cells against mAb therapies. Bladder cancer 
cells were also susceptible to cetuximab-mediated immunologic anti-tumor 
effects. Further, cetuximab enhanced the cell killing by activating both 
antibody-dependent cellular cytotoxicity (ADCC) and complement-dependent 
cytotoxicity (CDC) in bladder cancer cells. Restoration of CD46 expression 
protected the cells from both CDC and ADCC induced by cetuximab. Together, CD46 
exhibited a cancer-protective effect against both direct (by involvement of PBMC 
or complement) and indirect cytotoxic activity by cetuximab in bladder cancer 
cells. Considering its clinical importance, CD46 could be an important link in 
the action mechanism of ADCC and CDC intercommunication and may be used for the 
development of novel therapeutic strategies."
382,"Cladosporium spp. have been reported for their great diversity of secondary 
metabolites which represent as a prominent base material for verifying the 
biological activities. Several bioactive compounds which have antimicrobial, 
cytotoxic, quorum sensing inhibitory and phytotoxic activities have been 
isolated from Cladosporium species. Most of them are still needed to be explored 
for their anticancer properties. Therefore, the present study is focused on 
screening and identifying the bioactive compounds of Cladosporium spp. for their 
anticancer activity via the integrated approaches of Molecular Docking (MD), 
Molecular Dynamics Simulation (MDS) and Density Functional Theory (DFT) studies. 
A total of 123 bioactive compounds of Cladosporium spp. were explored for their 
binding affinity with the selected breast cancer drug target receptor such as 
estrogen receptor alpha (PDB:6CBZ). The Molecular Docking studies revealed that 
amongst the bioactive compounds screened, Altertoxin X and Cladosporol H showed 
a good binding affinity of - 10.5 kcal/mol and - 10.3 kcal/mol, respectively, 
with the estrogen receptor alpha when compared to the reference compound 
(17[Formula: see text]-Estradiol: - 10.2 kcal/mol). The MDS study indicated the 
stable binding patterns and conformation of the estrogen receptor 
alpha-Altertoxin X complex in a stimulating environment. In addition, in silico 
absorption, distribution, metabolism, excretion and toxicity (ADMET) study 
suggested that Altertoxin X has a good oral bioavailability with a high 
LD[Formula: see text] value of 2.375 mol/kg and did not cause any hepatotoxicity 
and skin sensitization. In summary, the integrated approaches revealed that 
Altertoxin X possesses a promising anticancer activity and could serve as a new 
therapeutic drug for breast cancer treatment."
383,"BACKGROUND: There is no consensus on the necessity of endoscopic sphincterotomy 
(ES) to prevent post-endoscopic retrograde cholangiopancreatography pancreatitis 
(PEP) after endoscopic stenting in patients with malignant biliary obstruction. 
We investigated the incidence of PEP after endoscopic biliary stenting for 
malignant biliary obstruction with or without ES in a multicenter prospective 
cohort study.
METHODS: We enrolled 807 patients who underwent endoscopic biliary stenting for 
malignant biliary obstruction with a native papilla at 36 hospitals between 
April 2017 and March 2018. The incidence of PEP in patients with or without ES 
was compared for subgroups based on stent type, placement method, and patient 
background. Univariate and multivariate analysis was performed to investigate 
the incidence of PEP in all stenting patients.
RESULTS: Plastic and metal stents (MS) were inserted in 598 and 209 patients, 
respectively. The incidence of PEP in patients with or without ES was 7.9% and 
7.4%, respectively among all stenting patients. The incidences of PEP with or 
without ES in plastic stent insertion patients, patients with MS insertion, 
stent insertions across the papilla, stent insertions across the papilla in 
patients without main pancreatic duct obstruction, and fully covered MS 
insertions across the papilla were compared. There was no overall significant 
difference in the incidence of PEP between those with or without ES. 
Multivariate logistic regression analysis for the incidence of PEP in all 
stenting patients revealed obstruction of the main pancreatic duct at the 
pancreatic head and epinephrine spraying on the papilla were significant 
factors; there was no significant difference in the incidence of PEP between 
patients with or without ES.
CONCLUSION: Endoscopic sphincterotomy may not contribute to the prevention of 
PEP after endoscopic biliary stenting for malignant biliary obstruction, even in 
cases of insertion with a fully covered MS across the papilla."
384,"Third-generation EGFR tyrosine kinase inhibitors (EGFR-TKIs), including 
osimertinib, an irreversible EGFR-TKI, are important treatments for non-small 
cell lung cancer with EGFR-TKI sensitizing or EGFR T790M resistance mutations. 
While patients treated with osimertinib show clinical benefit, disease 
progression and drug resistance are common. Emergence of de novo acquired 
resistance from a drug tolerant persister (DTP) cell population is one mechanism 
proposed to explain progression on osimertinib and other targeted cancer 
therapies. Here we profiled osimertinib DTPs using RNA-seq and ATAC-seq to 
characterize the features of these cells and performed drug screens to identify 
therapeutic vulnerabilities. We identified several vulnerabilities in 
osimertinib DTPs that were common across models, including sensitivity to MEK, 
AURKB, BRD4, and TEAD inhibition. We linked several of these vulnerabilities to 
gene regulatory changes, for example, TEAD vulnerability was consistent with 
evidence of Hippo pathway turning off in osimertinib DTPs. Last, we used genetic 
approaches using siRNA knockdown or CRISPR knockout to validate AURKB, BRD4, and 
TEAD as the direct targets responsible for the vulnerabilities observed in the 
drug screen."
385,"We previously reported that pentagamavunone-1 (PGV-1) effectively inhibited cell 
proliferation in many types of human tumors, including pancreatic cancer, by 
inducing M phase (prometaphase) arrest, senescence, and apoptosis with few side 
effects. However, a detailed evaluation of the effects of PGV-1 on pancreatic 
cancer cells in an in vivo setting has not yet been conducted. The present study 
investigated the potential efficacy of PGV-1 as both monotherapy and combination 
therapy for pancreatic cancer using multiple xenograft mouse assays. A cell-line 
derived xenograft model (CDX-M) with pancreatic cancer cell line and a 
patient-derived xenograft mouse model (PDX-M) using resected pancreatic cancer 
samples without neoadjuvant chemotherapy were established in both heterotopic 
and orthotopic manners. PGV-1 effectively suppressed tumor formation at the 
heterotopic and orthotopic sites in CDX-M than in untreated mice. Combination 
therapy with PGV-1 and gemcitabine more effectively suppressed tumor formation 
than monotherapy with PGV-1 or gemcitabine when administered after tumor 
formation. Monotherapy with PGV-1 or gemcitabine less effectively suppressed 
tumor formation in PDX-M than in CDX-M, whereas combination therapy with PGV-1 
and gemcitabine more effectively suppressed tumor formation. PGV-1 as 
monotherapy and combination therapy with gemcitabine effectively inhibited tumor 
formation and has potential as an anticancer candidate for pancreatic cancer."
386,"The chromodomain helicase DNA-binding protein CHD8 is the most frequently 
mutated gene in autism spectrum disorder. Despite its prominent disease 
involvement, little is known about its molecular function in the human brain. 
CHD8 is a chromatin regulator which binds to the promoters of actively 
transcribed genes through genomic targeting mechanisms which have yet to be 
fully defined. By generating a conditional loss-of-function and an endogenously 
tagged allele in human pluripotent stem cells, we investigated the molecular 
function and the interaction of CHD8 with chromatin in human neurons. Chromatin 
accessibility analysis and transcriptional profiling revealed that CHD8 
functions as a transcriptional activator at its target genes in human neurons. 
Furthermore, we found that CHD8 chromatin targeting is cell context-dependent. 
In human neurons, CHD8 preferentially binds at ETS motif-enriched promoters. 
This enrichment is particularly prominent on the promoters of genes whose 
expression significantly changes upon the loss of CHD8. Indeed, among the ETS 
transcription factors, we identified ELK1 as being most highly correlated with 
CHD8 expression in primary human fetal and adult cortical neurons and most 
highly expressed in our stem cell-derived neurons. Remarkably, ELK1 was 
necessary to recruit CHD8 specifically to ETS motif-containing sites. These 
findings imply that ELK1 and CHD8 functionally cooperate to regulate gene 
expression and chromatin states at MAPK/ERK target genes in human neurons. Our 
results suggest that the MAPK/ERK/ELK1 axis potentially contributes to the 
pathogenesis caused by CHD8 mutations in human neurodevelopmental disorders."
