,0
769,"PURPOSE: This study aimed to assess prognosis of patients with newly diagnosed 
multiple myeloma (NDMM) by combining [18F]-FDG positron emission tomography 
(PET)/CT parameters and clinical indices.
METHODS: Clinical data and PET/CT parameters of 133 NDMM patients were 
retrospectively analyzed for associations between clinical indices and PET/CT 
parameters. Independent predictors of progression-free survival (PFS) and 
overall survival (OS) were determined. A new prognostic prediction system (NPPS) 
was constructed based on our findings. Prediction effectiveness was compared 
among the NPPS, International Staging System (ISS), Revised ISS (R-ISS), and 
R2-ISS.
RESULTS: Prevalence of elevated β2-microglobulin, serum creatinine (sCr), serum 
calcium (sCa), and C-reactive protein concentrations was higher in patients with 
higher SUVmax (≥ 5.3). Prevalence of elevated sCa, sCr, and extramedullary 
disease (EMD) was higher in patients with a higher number of focal lesions 
(≥ 10). SUVmax, serum free-light chain (sFLC) ratio, and EMD were independent 
predictors of PFS and OS. The NPPS used SUVmax, sFLC ratio, and EMD could 
effectively predict OS and was more effective at prognostication than the ISS, 
R-ISS, and R2-ISS.
CONCLUSIONS: [18F]-FDG PET/CT parameters play a significant role in predicting 
prognosis in NDMM patients. The NPPS based on SUVmax, sFLC ratio, and EMD 
outperformed the ISS, R-ISS, and R2-ISS in prognostication."
770,"The two-sample Mendelian randomization (MR) study revealed a causal association 
of plasma proteins with osteoporosis (OP) and osteoarthritis (OA). Bone mineral 
density (BMD) is the gold standard for the clinical assessment of OP. Recent 
studies have shown that plasma proteins play an essential role in the regulation 
of bone development. However, the causal association of plasma proteins with BMD 
and OA remains unclear. We estimated the effects of 2889 plasma proteins on 2 
BMD phenotypes and 6 OA phenotypes using two-sample MR analysis based on the 
genome-wide association study summary statistics. Then, we performed sensitivity 
analysis and reverse-direction MR analysis to evaluate the robustness of the MR 
analysis results, followed by gene ontology (GO) enrichment analysis and KEGG 
pathway analysis to explore the functional relevance of the identified plasma 
proteins. Overall, we observed a total of 257 protein-estimated heel BMD 
associations, 17 protein-total-body BMD associations, 2 protein-all-OA 
associations, and 2 protein-knee-OA associations at PFDR < 0.05. 
Reverse-direction MR analysis demonstrated that there was little evidence of the 
causal association of BMD and OA with plasma proteins. GO enrichment analysis 
and KEGG pathway analysis identified multiple pathways, which may be involved in 
the development of OP and OA. Our findings recognized plasma proteins that could 
be used to regulate changes in OP and OA, thus, providing new insights into 
protein-mediated mechanisms of bone development."
771,"Plague meningitis is a serious and often fatal manifestation of Yersinia pestis 
infection. In the aftermath of a bioweapon attack with Y pestis, this typically 
rare manifestation may develop in a substantial number of patients, particularly 
if treatment delays occur. Risk factors, clinical evolution, and optimal 
treatment strategies for plague meningitis are not well understood. We searched 
PubMed Central and other databases for reports of plague meningitis in any 
language. Articles containing descriptions of patients with plague meningitis 
and outcome were included. Among 1,496 articles identified in our search, 56 
articles describing 84 cases from 1898 to 2015 met inclusion criteria. The 
median age of patients was 16 years (range 6 weeks to 64 years); 68% were male. 
Most patients (n = 50, 60%) developed meningitis following primary bubonic 
plague. Common signs and symptoms included fever (n = 56, 66%), nuchal rigidity 
(n = 38, 45%), and headache (n = 33, 36%); 29% (n = 24) of patients had focal 
neurologic deficits such as cranial nerve abnormalities. Almost all (n = 23, 
96%) of the 24 patients who did not receive antimicrobials died, and 42% 
(n = 25) of the 59 patients treated with antimicrobials died. The case fatality 
rate of patients grouped by antimicrobial received was 50% (1 out of 2) for 
fluoroquinolones, 19% (4 out of 21) for aminoglycosides, 14% (2 out of 14) for 
sulfonamides, 11% (2 out of 18) for chloramphenicol, and 0% (0 out of 13) for 
tetracyclines. Plague meningitis most often occurs as a complication of bubonic 
plague and can cause focal neurologic deficits. Survival is more likely in 
patients who receive antimicrobials; tetracyclines, aminoglycosides, and 
chloramphenicol had the lowest associated case fatality rates."
772,"Purpose: Nonalcoholic fatty liver disease (NAFLD) is the most common chronic 
hepatic disease worldwide, with functional impairment of the mitochondria 
occurring from early stages. Technetium-99m methoxy-isobutyl-isonitrile 
(99mTc-MIBI) is a lipophilic agent trapped in the mitochondria. This study aims 
to evaluate the utility of 99mTc-MIBI heart/liver uptake ratio in screening for 
NAFLD during myocardial perfusion imaging (MPI). Methods: Seventy eligible 
patients underwent a 2-d rest/stress 99mTc-MIBI scan with a 2-min planar image 
acquired in rest phase, at 30, 60, and 120 min postradiotracer administration. 
Heart/liver uptake ratio was calculated by placing identical regions of interest 
on the heart and liver dome. All patients underwent liver ultrasound and were 
allocated into groups A, having NAFLD; and B, healthy individuals without NAFLD. 
Results: Mean count per pixel heart/liver ratios gradually increased over time 
in either group; nonetheless the values were significantly higher in group A, 
regardless of acquisition timing; with the p-value equal to 0.007, 0.014, and 
0.010 at 30, 60, and 120 min, respectively. Conclusion: Determining 99mTc-MIBI 
heart/liver uptake ratio during rest phase in patients undergoing MPI may be a 
useful, noninvasive screening method for NAFLD; with no additional cost, 
radiation burden, or adverse effects in these patients. Trial registration 
number: IR.SBMU.MSP.REC.1398.308."
773,"BACKGROUND: We evaluated community health volunteer (CHV) strategies to prevent 
non-communicable disease (NCD) care disruption and promote coronavirus disease 
2019 (COVID-19) detection among Syrian refugees and vulnerable Jordanians, as 
the pandemic started.
METHODS: Alongside medication delivery, CHVs called patients monthly to assess 
stockouts and adherence, provide self-management and psychosocial support, and 
screen and refer for complications and COVID-19 testing. Cohort analysis was 
undertaken of stockouts, adherence, complications and suspected COVID-19. 
Multivariable models of disease control assessed predictors and non-inferiority 
of the strategy pre-/post-initiation. Cost-efficiency and patient/staff 
interviews assessed implementation.
RESULTS: Overall, 1119 patients were monitored over 8 mo. The mean monthly 
proportion of stockouts was 4.9%. The monthly proportion non-adherent (past 5/30 
d) remained below 5%; 204 (18.1%) patients had complications, with 63 requiring 
secondary care. Mean systolic blood pressure and random blood glucose remained 
stable. For hypertensive disease control, age 41-65 y (OR 0.46, 95% CI 0.2 to 
0.78) and with diabetes (OR 0.73, 95% CI 0.54 to 0.98) had decreased odds, and 
with baseline control had increased odds (OR 3.08, 95% CI 2.31 to 4.13). 
Cumulative suspected COVID-19 incidence (2.3/1000 population) was suggestive of 
ongoing transmission. While cost-efficient (108 US${\$}$/patient/year), funding 
secondary care was challenging.
CONCLUSIONS: During multiple crises, CHVs prevented care disruption and 
reinforced COVID-19 detection."
774,"BACKGROUND: Healthcare workers (HCWs) are at high risk for exposure to upper 
respiratory tract infections (URTIs) and influenza-like illnesses (ILIs). The 
present study aimed to surveil URTIs and ILIs and their impact among the 
Department of Pediatric Infectious Diseases in Wroclaw employees and evaluate 
their humoral response to influenza.
MATERIAL AND METHODS: Thirty-six HCWs participated in the first season and 32 
HCWs in the second season during years of the study. The authors carried out a 
URTI/ILI surveillance, and all HCWs were asked to complete a weekly report 
during 2 influenza seasons: 2016/2017 (S1) and 2017/2018 (S2). In S1 both IgG 
and IgM antibodies against influenza A and B were assessed. The HCWs with 
symptoms of ILI were encouraged to undergo PCR tests for influenza.
RESULTS: No significant differences in reporting URTI were found among 
vaccinated and non-vaccinated HCWs and HCWs and the control group. Depending on 
the year 5.5-17.2% of HCWs were treated with antibiotics because of URTI. In the 
study 58.7% of participants in S1 and 66.7% in S2 decide to work despite the 
URTI symptoms. There was no statistical relationship between the concentration 
of anti-influenza IgG and the number of URTIs and ILIs reported. Only vaccinated 
were willing to undergo voluntary influenza testing.
CONCLUSIONS: The URTI and ILI occur commonly in HCWs, and HCWs contract URTIs as 
often as the control group. Despite their medical education, HCWs work with the 
symptoms of infection and overuse antibiotics to treat the URTI. Serology 
testing is not able to follow the infection's dynamics or identify the people 
immune to the influenza-like illness. The diagnostic value of IgM antibodies in 
acute influenza infection is negligible. Vaccinated HCWs are more focused on 
their health and are more willing to undergo influenza tests. Med Pr. 
2022;73(6):441-7."
775,"OBJECTIVE: Management of patients with penile cancer (PeC) with palpable 
inguinal lymph nodes (ILNs) relies on radical ILN dissection (RILND). Low burden 
of nodal metastatic disease may lead to long-lasting survival with surgical 
management. Nevertheless, RILND involves significant postoperative morbidity. We 
compared the complications of patients undergoing RILND with (RILND-T) and 
without (RILND-0T) placement of a collagen-fibrin sealant patch on the resection 
bed.
MATERIALS AND METHODS: We conducted an observational retrospective study. Data 
from men submitted to RILND-T and RILND-0T from Jan/2001 to Feb/2022, in a 
tertiary care centre were compared. The primary endpoint was the overall 
incidence of complications until 1 month after the procedure and their 
respective severity in both cohorts (Clavien-Dindo classification system). 
Secondarily, length of hospital stay (LOHS) was analysed. The placement of a 
collagen-fibrin sealant patch was left at the surgeon's discretion.
RESULTS: Seven patients underwent RILND-T and 20 underwent RILND-0T, 
respectively. There were no differences in pathologic TNM stage nor in the total 
number of ILNs removed (17 ± 4 vs. 20 ± 8, p = 0.37). Overall, 23 (85.2%) 
patients had complications. The complication rate was similar in both cohorts 
(85.7% vs 85%, p = 0.73). Surgical wound infection (3/7 vs. 11/20) and 
lymphocele (4/7 vs. 11/20) were the most reported complications. Patients 
undergoing RILND-T were discharged faster (mean length of hospital stay 9 ± 3 vs 
19 ± 20 days, p = 0.22).
CONCLUSIONS: The application of a collagen-fibrin sealant patch on the resection 
bed does not seem to reduce the postoperative complication rate in patients 
undergoing RILND. Nevertheless, a trend towards a shorter LOHS in patients with 
RILND-T cannot be excluded and should be validated by further studies with a 
higher number of patients."
776,"BACKGROUND: The aim of this study was to evaluate the outcomes of patients 
suffering prostate cancer (PCa) treated conservatively using 1064 nm laser 
energy for focal laser ablation (FLA). The patients included in the study were 
unsuitable for surgery or unwilling to receive external beam radiotherapy 
because they were afraid of the possible side effects of whole-gland therapies.
METHODS: This study included patients with a diagnosis of nonmetastatic PCa who 
underwent FLA using SoracteLiteTM system. Tissue ablation was performed at a 
fixed power of 5 W by the diode multichannel laser system EchoLaser X4 that uses 
laser light transmitted through optical fibres causing the target tissue to 
undergo irreversible thermal damage. Functional outcomes were evaluated with the 
International Prostatic Symptoms Score (IPSS) and 5-item version of the 
International Index of Erectile Function (IIEF-5) before the treatment and one 
year later.
RESULTS: Ten patients suffering non-metastatic PCa were included. Four decided 
upon a conservative treatment because of reduced performance status and for six 
patients the procedure was chosen electively. All patients underwent 
multiparametric magnetic resonance imaging at 3 and 12 months and eight out of 
ten patients underwent prostate biopsy at 6 months. Persistent disease was 
detected in 3 patients who underwent a second ablation. In these patients at the 
biopsy following the second ablation none harbored residual disease. At 
follow-up, no patient suffered urinary incontinence requiring the use of pads. 
No significant worsening in sexual potency measured with IIEF-5 (p = 0.356) or 
prostatic symptoms measured at IPSS (p = 0.462) were recorded comparing 
pre-treatment condition vs one-year follow-up. Compared with baseline, 
prostate-specific antigen was significantly reduced at one-year follow-up (3.7 ± 
1.1 vs 7.9 ± 4.1 ng/mL; p = 0.008).
CONCLUSIONS: Although whole gland therapies remain the gold standard treatment 
for PCa, our results indicate that the SoracteLiteTM system for focal laser 
ablation, as a very preliminary step, appears to offer a short-term oncologic 
control of PCa with negligible side effects."
777,"OBJECTIVES: Focal therapies (FTs) are promising techniques for the treatment of 
localized prostate cancer. We assessed the medium-term oncological outcomes of 
intermediate-risk prostate cancer (PCa) treated with HIFU or cryotherapy.
MATERIALS AND METHODS: One-hundred and fifty consecutive patients with 
intermediate-risk PCa, treated between 2009 and 2018 at a single center were 
included. Primary study outcome was failure-free survival (FFS), defined as 
absence of additional treatment, systemic progression or prostate cancer related 
death.
RESULTS: Thirty-seven (25%) patients underwent cryotherapy and 113 (75%) HIFU. 
Median age was 69 (IQR 62-72) years, with 36 (24%) presenting palpable disease 
on rectal examination, and median total PSA of 7.85 (IQR 5.75-10.62) ng/mL. 
Patients were followed for a median of 61 (IQR 48-82) months. FFS at 2 and 4 
years was of 75.6% and 53.6%, respectively. Survival from whole gland or 
systematic treatment at 2 and 4 years was of 78.9% and 53.9%, respectively. 
Patients with FFS presented lower total PSA nadir (1.89 vs 3.25 ng/mL, p < 
0.001), higher % PSA reduction at 3 months (66.1% vs 49.3%, p < 0.001), and at 
nadir (75.5% vs 55.8%, p < 0.001). Other characteristics such has the treatment 
modality, age, prostate size, initial total PSA, cT stage, International Society 
of Urological Pathology (ISUP), tumor location and biopsy results by region did 
not differ between patients failing and not failing FT. Complications were 
uncommon (13%), with only onr (1%) patient having Clavien-Dindo grade > II. No 
deaths due to treatment were registered.
CONCLUSIONS: At medium-term, FTs for intermediate-risk PCa presented good 
oncological results, with an excellent safety profile."
778,"OBJECTIVES: Localized very high-risk prostate cancer (VHR PCa) has long suffered 
from the inex-istence of good lymph node staging methods other than invasive 
surgery, as computed tomogra-phy has low sensitivity for nodal disease. With the 
rising use of positron emission tomography (PET), it is clinically meaningful to 
know its value for these patients. Our goal was to evaluate the real-life 
diagnostic accuracy of PET Choline in nodal staging, comparing it with the gold 
standard of extended pelvic lymph node dissection (ePLND).
MATERIALS AND METHODS: We reviewed data from a high-volume center, including 
patients with VHR PCa according to current NCCN guidelines who underwent 
community 18F-fluorocholine PET/CT; followed by ro-botic assisted laparoscopic 
prostatectomy (RALP) and ePLND between 2010 and 2021.
RESULTS: We included 44 patients and 88 lymph node regions. Among those, 14/44 
(31.8%) patients and 20/88 (22.7%) regions had nodal disease present on 
definitive pathology. In comparison with ePLND, we found a sensitivity of 64.3% 
(95% CI, 39.2-89.4%), specificity of 83.3% (95% CI, 70.0- 96.7%), PPV of 64.3% 
(95% CI, 39.2-89.4%), and NPV of 83.3% (95% CI, 70.0-96.7%) for nodal disease on 
a patient-based analysis; and sensitivity of 35.0% (95% CI, 14.1-60.0%), 
specificity of 88.2% (95% CI, 80.6-95.9%), PPV of 46.7% (95% CI, 21.4-71.9%), 
and NPV of 82.2% (95% CI, 73.4-91.0%) on a region-based analysis.
CONCLUSIONS: In our view 18F-fluorocholine PET/CT doesn't meet the criteria to 
be a standard exam for pre-operative staging for patients with VHR PCa, mostly 
due to its low sensitivity. However, other radiotracers should continue to be 
investigated in this setting."
779,"To the Editor, Benign prostatic hyperplasia (BPH) is a common cause of lower 
urinary tract symptoms (LUTS) in elderly males. The current guidelines recommend 
the use of a 5-alpha reductase inhibitor (5ARI) to treat males with 
moderate-to-severe LUTS and an enlarged prostate. Combination therapy with an 
alpha blocker and a 5ARI has proven effective at ameliorating LUTS and reducing 
the total prostate volume (TPV) and the risk of the disease progression."
780,"BACKGROUND: Overactive bladder (OAB) symptoms of frequency, urgency and urge 
incontinence are frequently associated with known neurological diseases like 
multiple sclerosis (MS), spinal cord injury (SCI), Parkinson's disease (PD), 
stroke.
OBJECTIVE: The aim of our study was to review the efficacy of pharmacological 
and non-pharmacological treatments for neurogenic overactive bladder.
MATERIALS AND METHODS: We searched two electronic databases (PubMed and EMBASE) 
for randomized controlled trials focusing on pharmacological and 
non-pharmacological medical treatments for overactive bladder symptoms 
associated with neurological diseases published up to 30 April 2022.
RESULTS: A total of 157 articles were retrieved; 94 were selected by title and 
abstract screening; after removal of 17 duplicates, 77 records were evaluated by 
full-text examination. Sixty-two studies were finally selected. The articles 
selected for review focused on the following interventions: anticholinergics (n 
= 9), mirabegron (n = 5), comparison of different drugs (n = 3), cannabinoids (n 
= 2), intravesical instillations (n = 3), botulinum toxin (n = 16), 
transcutaneous tibial nerve stimulation (TTNS) (n = 6), acupuncture (n = 2), 
transcutaneous electrical nerve stimulation TENS (n = 4), pelvic floor muscle 
training (PFMT) (n = 10), others (n = 2). Anticholinergics were more effective 
than placebo in decreasing the number of daily voids in patients with PD (mean 
difference [MD]- 1.16, 95 % CI - 1.80 to - 0.52, 2 trials, 86 patients, p < 
0.004), but no significant difference from baseline was found for incontinence 
episodes and nocturia. Mirabegron was more effective than placebo in increasing 
the cystometric capacity in patients with MS (mean difference [MD] 89.89 mL, 95 
% CI 29.76 to 150.01, 2 trials, 98 patients, p < 0.003) but no significant 
difference was observed for symptom scores and bladder diary parameters. TTNS 
was more effective than its sham-control in decreasing the number of nocturia 
episodes (MD -1.40, 95 % CI -2.39 to -0.42, 2 trials, 53 patients, p < 0.005) 
but no significant changes of OAB symptom scores were reported. PFMT was more 
effective than conservative advice in decreasing the ICIQ symptom score (MD, 
-1.12, 95 % CI -2.13 to -0.11, 2 trials, 91 patients, p = 0.03), although the 
number of incontinence episodes was not significantly different between groups.
CONCLUSIONS: The results of the meta-analysis demonstrate a moderate efficacy of 
all considered treatments without proving the superiority of one therapy over 
the others. Combination treatment using different pharmacological and 
non-pharmacological therapies could achieve the best clinical efficacy due to 
the favorable combination of the different mechanisms of action. This could be 
associated with fewer side effects due to drug dosage reduction. These data are 
only provisional and should be considered with caution, due to the few studies 
included in metaanalysis and to the small number of patients."
781,"Pathogen transmission mode is a key determinant of epidemiological outcomes. 
Theory shows that host density can influence the spread of pathogens 
differentially depending on their mode of transmission. Host density could 
therefore play an important role in selecting for pathogen transmission mode. We 
test theoretical expectations using floral arrays of the alpine carnation 
Dianthus pavonius in field experiments of spore dispersal of the anther-smut 
fungus, Microbotryum, by vector (pollinator)-based floral transmission and 
passive aerial transmission at a range of host densities. Pollinators deposited 
fewer spores per plant at high host density than at lower density (ranging from 
0.2 to 2m spacing between plants), and vector-based spore deposition declined 
more steeply with distance from diseased plant sources at higher densities. In 
contrast, while aerial spore deposition declined with distance from the diseased 
source, the steepness of this decline was independent of host density. Our study 
indicates that the amount and distance of vector-based transmission are likely 
to be a non-monotonic function of host density as a result of vector behavior, 
which is not readily encapsulated by fixed dispersal functions. We conclude that 
the spatial spread of pathogens by vectors is likely to be greater at lower and 
intermediate densities, whereas spatial spread of aerially transmitted pathogens 
would be greater at high densities. These contrasting patterns could lead to a 
differential importance of each transmission mode in terms of its contribution 
to subsequent infections across host densities. This article is protected by 
copyright. All rights reserved."
782,"BACKGROUND: Nasopharyngeal carcinoma (NPC) is a malignancy with a 2 per 100 000 
incidence rate in the world. Overall survival (OS) of patients in stage I-II 
disease is around 80%, whereas OS of patients in stage III-IVB disease drops to 
60%, implying the importance of diagnosis to reduce NPC mortality. However, more 
than 70% patients of NPC were diagnosed at advanced stages (stage III and IV) in 
clinics, and it definitely contributes to little substantial improvement in the 
5-year survival rates although NPC is sensitive to radio-and chemotherapy. 
Hence, development of novel biomarkers and targetable genes in NPC is eagerly 
awaited.
METHODS: We had analyzed the dataset GSE12452 and found hundreds of genes 
trans-activated in NPC. Among them, this study focused on PARP-1 binding protein 
(PARPBP) whose overexpression was also validated in GSE13597 and GSE53819 
datasets.
RESULTS: Knockdown of PARPBP significantly reduced cell viability in NPC and 
also identified hundreds of differentially expressed genes including 377 
downregulated and 518 upregulated genes in HONE-1 cells with stably knockdown 
PARPBP. Furthermore, PARPBP might promote cell migration and invasion in NPC 
through positive regulation of ubiquitin-conjugating enzyme 2C (UBE2C).
CONCLUSION: The results demonstrate the aberrant expression of PARPBP in NPC, 
and imply its importance in nasopharyngeal carcinogenesis which further opens up 
the possibility of PARPBP as a novel diagnostic biomarker for NPC therapy."
783,"Colorectal cancer (CRC) is a heterogeneous and complex disease with limited 
treatment options. Targeting transforming growth factor β (TGF-β) and programmed 
death ligand 1 pathways may enhance antitumor efficacy. Bintrafusp alfa is a 
first-in-class bifunctional fusion protein composed of the extracellular domain 
of TGF-β receptor II (a TGF-β ""trap"") fused to a human IgG1 monoclonal antibody 
blocking programmed cell death ligand 1. We report results from an expansion 
cohort of a phase I study (NCT02517398) in patients with heavily pretreated 
advanced CRC treated with bintrafusp alfa. As of May 15, 2020, 32 patients with 
advanced CRC had received bintrafusp alfa for a median duration of 7.1 weeks. 
The objective response rate was 3.1% and the disease control rate was 6.3% (1 
partial response, 1 stable disease); 2 patients were not evaluable. The safety 
profile was consistent with previously reported data."
784,"BACKGROUND: Pathogenic variants in human MAB21L2 result in microphthalmia, 
anophthalmia and coloboma. The exact molecular function of MAB21L2 is currently 
unknown. We conducted a series of yeast two-hybrid (Y2H) experiments to 
determine protein interactomes of normal human and zebrafish MAB21L2/mab21l2 as 
well as human disease-associated variant MAB21L2-p.(Arg51Gly) using human adult 
retina and zebrafish embryo libraries.
RESULTS: These screens identified klhl31, tnpo1, TNPO2/tnpo2, KLC2/klc2, and 
SPTBN1/sptbn1 as co-factors of MAB21L2/mab21l2. Several factors, including hspa8 
and hspa5, were found to interact with MAB21L2-p.Arg51Gly but not wild-type 
MAB21L2/mab21l2 in Y2H screens. Further analyses via 1-by-1 Y2H assays, 
co-immunoprecipitation and mass spectrometry revealed that both normal and 
variant MAB21L2 interact with HSPA5 and HSPA8. In situ hybridization detected 
co-expression of hspa5 and hspa8 with mab21l2 during eye development in 
zebrafish. Examination of zebrafish mutant hspa8hi138Tg identified reduced hspa8 
expression associated with severe ocular developmental defects, including small 
eye, coloboma, and anterior segment dysgenesis. To investigate the effects of 
hspa8 deficiency on the mab21l2Arg51_Phe52del allele, corresponding zebrafish 
double mutants were generated and found to be more severely affected than single 
mutant lines.
CONCLUSION: This study identifies heat shock proteins as interacting partners of 
MAB21L2/mab21l2 and suggest a role for this interaction in vertebrate eye 
development. This article is protected by copyright. All rights reserved."
785,"Unsuppressed HIV viremia damages immunity and increases the risk for secondary 
HIV transmission. Successful engagement of persons with HIV (PWH) into care 
resulting in viral suppression is vital. PWH already engaged in care, who, after 
achieving viral suppression, experience viral breakthrough episodes (VBEs) with 
a sequence of suppressed/unsuppressed/suppressed viral loads remain problematic. 
We examined the frequency and outcomes of PWH experiencing VBE. HIV care is 
provided at no cost to all patients under Alberta's universal health program. 
All PWH followed at Southern Alberta Clinic, Canada, with two or more viral load 
tests between January 1, 2010, and January 1, 2020, were evaluated. 
Sociodemographic, clinical, and lifestyle variables were determined along with 
health outcomes (CD4 levels, HIV-related hospitalizations, and HIV/AIDS-related 
mortality). Descriptive and multi-variable analyses were performed comparing PWH 
with and without VBEs. Of 2096 PWH, 386 (18%) experienced one or more VBEs. A 
higher risk of VBEs was seen in adjusted analyses in those diagnosed age ≤40 
years. Increased risk of VBE was seen with injection drug use (46%) and in 
heterosexuals (56%) compared with MSM. Experience of intimate partner violence, 
unstable housing, homelessness, and past incarceration also increased risks by 
36%, 44% 79%, and 51%, respectively. PWH with VBEs experienced lower CD4 counts 
(median -417/mm3 vs. 576/mm3), higher rates of HIV-related hospitalizations (16% 
vs. 5%), and a 67% increased risk of death (95% confidence interval 1.17-2.39) 
over the study period. Nearly 20% of all PWH, after achieving viral suppression, 
experienced VBEs. Distinct clinical, lifestyle, and life experiences predict PWH 
at greatest risk for more than one VBEs. Serious negative health outcomes of 
VBEs were identified, suggesting that novel customized care programming is 
required for PWH at greatest risk."
786,"Proteins can aggregate into disordered aggregates or ordered assemblies such as 
amyloid fibrils. These two distinct phases serve differing roles in function and 
disease. How protein sequence determines the preferred phase is unknown. Here we 
establish a statistical mechanical disorder-to-order transition condition for 
compact polymer aggregates, including proteins. The theory produces a simple 
universal equation determining the favored phase as a function of temperature, 
polymer length, and interaction energy variance. We show that the 
sequence-dependent energy variance is efficiently calculated using atomistic 
simulations, so that the theory has no adjustable parameters. The equation 
accurately predicts experimental length-dependent crystallization temperatures 
of synthetic polymers. The equation also predicts that all protein sequences 
that aggregate will also favor ordering. Consequently, energy must be expended 
to maintain the steady-state disordered phase if it is not kinetically 
metastable on physiological timescales. More broadly, the theory suggests that 
aggregates of organic polymers will generally tend to order on habitable 
planets. This article is protected by copyright. All rights reserved."
787,"High mobility group box protein 1 (HMGB1) is a biomolecule that acts as an 
alerting signal of late sepsis by accelerating the production of proinflammatory 
cytokines, and eventually leads to various inflammation-related symptoms. When 
released into plasma at high concentration, it disrupts precise diagnosis and 
prognosis and worsens the survival of patients with systemic inflammatory 
conditions. Jujuboside B (JB) is a natural compound pressed from the seed of 
Zizyphi Spinosi Semen, which is known for its medical efficacies in treating 
various conditions such as hyperlipidemia, hypoxia, and platelet aggregation. 
Nevertheless, the medicinal activity of JB on HMGB1-involved inflammatory 
response in vascular cells in the human body is still ambiguous. Therefore, we 
hypothesized that JB could regulate the lipopolysaccharide (LPS)-induced 
dynamics of HMGB1 and its mediated cascade in inflammatory responses in human 
umbilical vein endothelial cells (HUVECs). In this experiment, JB and HMGB1 were 
administered in that order. In vitro and in vivo permeability, and cell 
viability, adhesion, and excavation of leukocytes, development of cell adhesion 
molecules, and lastly production of proinflammatory substances were investigated 
on human endothelial cells and mouse disease models to investigate the efficacy 
of JB in inflammatory condition. JB substantially blocked the translocation of 
HMGB1 from HUVECs and controlled HMGB1-induced adhesion and extravasation of the 
neutrophils through LPS-treated HUVECs. Moreover, JB decreased the formation of 
HMGB1 receptors and continually prevented HMGB1-induced proinflammatory 
mechanisms by blocking transcription of nuclear factor-κB and synthesis of tumor 
necrosis factor-α. In conclusion, JB demonstrated preventive effects against 
inflammatory pathologies and showed the potential to be a candidate substance 
for various inflammatory diseases by regulating HMGB1-mediated cellular 
signaling."
788,"Colletotrichum fungi could cause anthracnose, a destructive disease in tea-oil 
trees. The sterol demethylation inhibitor (DMI) tebuconazole has been widely 
used in controlling plant diseases for many years. However, the baseline 
sensitivity of Colletotrichum isolates on tea-oil trees to tebuconazole has not 
been determined. In this study, the sensitivity of 117 Colletotrichum isolates 
from tea-oil tree of 7 provinces in southern China to tebuconazole was tested. 
The mean effective concentration resulted in 50% mycelial growth inhibition 
(EC50) was 0.7625 μg/mL. The EC50 of 100 isolates (83%) were lower than 1 μg/mL, 
20 isolates (17%) were higher than 1 μg/mL, which implied the resistance has 
already occurred in Colletotrichum isolates on tea-oil trees. The EC50 values of 
the most resistant and sensitive isolates (named Ca-R and Cc-S1 respectively) 
were 1.8848 and 0.1561 μg/mL respectively. The resistance mechanism was also 
investigated in this study. Gene replacement experiment indicated that CYP51A/B 
gene of resistant isolates Ca-R and Cf-R1 cannot confer Cc-S1 fully resistance 
to DMI fungicides, though three point mutants, Cc-S1CYP51A-T306A and 
Cc-S1CYP51A-R478K exhibited decreased sensitivity to DMI fungicides. This result 
suggested that resistance of Colletotrichum isolates was partly caused by 
mutations in CYP51A. Moreover, expression level of CYP51A/B was almost identical 
among Ca-R, Cf-R1, Cc-S1 and Cc-S1CYP51A point mutants, which indicated that the 
resistance was irrelevant to the expression level of CYP51A, and other 
non-target-based resistance mechanism may exist. Our results could help to guide 
the application of DMI fungicide and be useful for investigating the mechanism 
of resistance."
789,"The plant pathogenic bacterium Xylella fastidiosa (Xf) is a major threat to 
agriculture and the environment worldwide. Recent devastating outbreaks in 
Europe highlight the potential of this pathogen to cause emergent diseases. Xf 
subsp. multiplex ESVL and IVIA5901 strains that belong to sequence type (ST) 6 
were isolated from almond orchards within the outbreak area in Alicante province 
(Spain). Both strains share more than 99% of the chromosomal sequences), but the 
ESVL strain harbours two plasmids (pXF64-Hb_ESVL and pUCLA-ESVL). Here, 
virulence phenotypes and genome content were compared between both strains, 
using three strains from USA as a reference for the phenotypic analyses. 
Experiments in microfluidic chambers, used as simulation of xylem vessels, 
showed that twitching motility was absent in the IVIA5901 strain, while the ESVL 
strain had reduced twitching motility. Both Spanish strains had less biofilm 
formation, cell aggregation and lower virulence in tobacco compared with USA 
reference strains. Genome analysis of the two plasmids from ESVL revealed 51 
unique coding sequences (CDS) that were absent in the chromosome of IVIA5901. 
Comparison of the chromosomes of both strains showed some unique CDS and SNPs in 
each strain with potential deleterious mutations. Genomic differences found in 
genes previously associated with adhesion and motility might explain the 
differences in the phenotypic traits studied. Although additional studies are 
necessary to infer the potential role of Xf plasmids, our results indicate that 
the presence of plasmids should be considered in the study of the mechanisms of 
pathogenicity and adaptation in Xf to new environments."
